epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss
1,0,45.341495990753174,6.151563882827759,51.57203650474548,18.4,895.66208,2430.746624,0.0,56.0,5.388978431024624,11.29,33.4,0.07545645534992218,,1.0,64,4,0.001,,4.0616109375,3.785955859375,4.0616109375,3.785955859375
2,0,43.27450656890869,6.508267879486084,49.81632924079895,18.3,1364.627968,2602.614784,0.0,56.0,8.210630828453697,20.43,47.37,0.1735556572675705,,1.0,64,4,0.001,,3.70108875,3.31388203125,3.70108875,3.31388203125
3,0,42.64941668510437,6.202935695648193,48.887688636779785,18.5,1680.95488,2603.790336,0.0,57.0,10.1138920516157,25.96,55.44,0.24005122482776642,,1.0,64,4,0.001,,3.3646409375,2.9844314453125,3.3646409375,2.9844314453125
4,0,44.733981132507324,6.247158050537109,51.018078327178955,18.2,286.641152,2604.412928,0.0,56.0,1.7246493069931583,32.86,64.24,0.3132413327693939,,1.0,64,4,0.001,,3.022874375,2.640451953125,3.022874375,2.640451953125
5,0,43.68207573890686,5.967161417007446,49.69059181213379,18.4,1577.45408,2605.101056,0.0,57.0,9.491153195914906,39.45,71.61,0.37585359811782837,,1.0,64,4,0.001,,2.7599071875,2.304996875,2.7599071875,2.304996875
6,0,43.3596076965332,6.294543266296387,49.689692974090576,18.0,332.99712,2631.073792,0.0,55.0,2.003561764357958,45.29,76.25,0.44355595111846924,,1.0,64,4,0.001,,2.53097328125,2.0474466796875,2.53097328125,2.0474466796875
7,0,43.13723111152649,6.557206153869629,49.739596366882324,18.4,286.679552,2637.033472,0.0,57.0,1.724880350347982,46.19,77.67,0.4505775570869446,,1.0,64,4,0.001,,2.36528171875,2.012797265625,2.36528171875,2.012797265625
8,0,43.27837252616882,6.068218469619751,49.38550806045532,18.8,332.99712,2604.232704,0.0,57.0,2.003561764357958,52.14,81.91,0.5139278173446655,,1.0,64,4,0.001,,2.2177384375,1.770337890625,2.2177384375,1.770337890625
9,0,43.420958280563354,6.435229539871216,49.90174055099487,18.6,379.470848,2622.631936,0.0,58.0,2.2831827546775494,53.31,82.67,0.5269492268562317,,1.0,64,4,0.001,,2.107975,1.7061509765625,2.107975,1.7061509765625
10,0,44.19119739532471,6.488280296325684,50.71779537200928,19.0,286.679552,2618.404864,0.0,55.0,1.724880350347982,56.36,84.02,0.5566489100456238,,1.0,64,4,0.001,,1.9987109375,1.5837138671875,1.9987109375,1.5837138671875
11,0,43.83383846282959,6.42137885093689,50.28181457519531,18.5,1499.329024,2603.261952,0.0,55.0,9.021093950237573,56.86,84.8,0.5680125951766968,,1.0,64,4,0.001,,1.910105,1.546996484375,1.910105,1.546996484375
12,0,43.97569179534912,6.740914344787598,50.761911392211914,18.8,1107.70944,2604.580864,0.0,56.0,6.664815239250014,60.07,87.01,0.5968437194824219,,1.0,64,4,0.001,,1.83684875,1.41902802734375,1.83684875,1.41902802734375
13,0,43.34137940406799,6.573028564453125,49.95114302635193,18.4,332.99712,2639.433728,0.0,56.0,2.003561764357958,60.14,86.84,0.5944664478302002,,1.0,64,4,0.001,,1.75383140625,1.438030859375,1.75383140625,1.438030859375
14,0,42.13723278045654,6.6121766567230225,48.79052448272705,18.3,265.376768,2603.798528,0.0,59.0,1.5967067388261271,61.8,87.71,0.6183581352233887,,1.0,64,4,0.001,,1.694746875,1.3583279296875,1.694746875,1.3583279296875
15,0,43.343708515167236,6.360020637512207,49.74127268791199,18.3,286.679552,2633.46176,0.0,58.0,1.724880350347982,62.89,88.28,0.6233223080635071,,1.0,64,4,0.001,,1.64011515625,1.315442578125,1.64011515625,1.315442578125
16,0,44.35502076148987,6.291999340057373,50.69568991661072,18.1,332.996096,2628.73088,0.0,57.0,2.00355560320183,63.75,88.6,0.6345080733299255,,1.0,64,4,0.001,,1.589461875,1.29400537109375,1.589461875,1.29400537109375
17,0,43.761863708496094,6.239097833633423,50.03349280357361,18.2,331.443712,2603.9296,0.0,56.0,1.9942152905108337,63.28,88.56,0.6322759985923767,,1.0,64,4,0.001,,1.53291703125,1.30040390625,1.53291703125,1.30040390625
18,0,44.08115744590759,6.300886631011963,50.420446157455444,18.6,1473.637888,2609.430528,0.0,52.0,8.866516704126495,64.99,89.23,0.6443124413490295,,1.0,64,4,0.001,,1.48456359375,1.2724837890625,1.48456359375,1.2724837890625
19,0,44.06144309043884,6.44876503944397,50.54475998878479,18.3,332.99712,2622.308352,0.0,56.0,2.003561764357958,66.24,89.9,0.6598773002624512,,1.0,64,4,0.001,,1.4474803125,1.22175810546875,1.4474803125,1.22175810546875
20,0,43.492212772369385,6.321783542633057,49.85165309906006,18.5,1499.329024,2603.732992,0.0,56.0,9.021093950237573,66.15,89.59,0.6583122611045837,,1.0,64,4,0.001,,1.40790140625,1.22418447265625,1.40790140625,1.22418447265625
