Model,Direct_Correct_Mean,Direct_Correct_Std,Tol_Acc_0.1_Mean,Tol_Acc_0.1_Std,Tol_Acc_0.2_Mean,Tol_Acc_0.2_Std,Latency_Mean,Latency_Std
gpt-5.1,0.8958,0.0072,0.5958,0.0072,1.0000,0.0000,1.0861,0.0493
