job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,status
job-b242ac632854,clusterA,DenseNet-121,TinyImageNet,2,1763119420.5337307,1763119421.310389,,0.776658296585083,,running
job-2c117a3bfade,clusterB,ResNet-50,CIFAR-10,2,1763119683.0150375,1763119683.687953,,0.6729154586791992,,running
job-cb7f8c534741,clusterA,DistilBERT,SST-2,2,1763120084.8641424,1763120085.1553078,,0.2911653518676758,,running
job-5a805f1df7db,clusterB,ResNet-18,CIFAR-100,1,1763120389.76804,1763120390.4960968,,0.7280569076538086,,running
job-2c117a3bfade,clusterB,ResNet-50,CIFAR-10,2,1763119683.0150375,1763119683.687953,1763121212.4013739,0.6729154586791992,1528.71342086792,completed
job-b3609b9c332f,clusterB,DenseNet-121,TinyImageNet,2,1763120390.4470582,1763121212.5161772,,822.069118976593,,running
job-b3609b9c332f,clusterB,DenseNet-121,TinyImageNet,2,1763120390.4470582,1763121212.5161772,1763121237.4440794,822.069118976593,24.927902221679688,completed
job-5a805f1df7db,clusterB,ResNet-18,CIFAR-100,1,1763120389.76804,1763120390.4960968,1763121654.5109637,0.7280569076538086,1264.0148668289185,completed
job-cbf5b0007224,clusterB,ResNet-50,CIFAR-10,4,1763120847.965165,1763121655.1123836,,807.1472187042236,,running
job-b242ac632854,clusterA,DenseNet-121,TinyImageNet,2,1763119420.5337307,1763119421.310389,1763122963.510429,0.776658296585083,3542.2000398635864,completed
job-2f721452193d,clusterA,EfficientNetV2-S,MNIST,2,1763121137.1205895,1763122963.5889587,,1826.4683692455292,,running
job-cbf5b0007224,clusterB,ResNet-50,CIFAR-10,4,1763120847.965165,1763121655.1123836,1763123334.4383588,807.1472187042236,1679.3259751796722,completed
job-068fef82c84a,clusterB,EfficientNetV2-S,MNIST,1,1763121251.5950572,1763123335.0282724,,2083.4332151412964,,running
job-1701bf4b963a,clusterB,ResNet-18,CIFAR-100,1,1763121375.3534262,1763123335.061005,,1959.7075788974762,,running
job-523a43ef9182,clusterB,DistilBERT,SST-2,2,1763122134.9165933,1763123335.0979457,,1200.1813523769379,,running
job-068fef82c84a,clusterB,EfficientNetV2-S,MNIST,1,1763121251.5950572,1763123335.0282724,1763123339.4578302,2083.4332151412964,4.429557800292969,completed
job-3822cd26c3b1,clusterB,DistilBERT,SST-2,1,1763122258.7329388,1763123340.127418,,1081.3944792747498,,running
job-cb7f8c534741,clusterA,DistilBERT,SST-2,2,1763120084.8641424,1763120085.1553078,1763124046.308093,0.2911653518676758,3961.1527853012085,completed
job-5d950a03250e,clusterA,DistilBERT,SST-2,1,1763122331.664607,1763124046.9611347,,1715.2965276241302,,running
job-1701bf4b963a,clusterB,ResNet-18,CIFAR-100,1,1763121375.3534262,1763123335.061005,1763124555.4639103,1959.7075788974762,1220.4029052257538,completed
job-2f721452193d,clusterA,EfficientNetV2-S,MNIST,2,1763121137.1205895,1763122963.5889587,1763125457.0495834,1826.4683692455292,2493.460624694824,completed
job-b98eea15098a,clusterA,EfficientNetV2-S,MNIST,2,1763123191.8147514,1763125457.5939867,,2265.7792353630066,,running
job-b98eea15098a,clusterA,EfficientNetV2-S,MNIST,2,1763123191.8147514,1763125457.5939867,1763125471.0297034,2265.7792353630066,13.43571662902832,completed
job-5d950a03250e,clusterA,DistilBERT,SST-2,1,1763122331.664607,1763124046.9611347,1763131579.6477888,1715.2965276241302,7532.686654090881,completed
job-c83694a31dd8,clusterA,ResNet-18,CIFAR-100,4,1763123717.302109,1763131580.6241515,,7863.32204246521,,running
job-c83694a31dd8,clusterA,ResNet-18,CIFAR-100,4,1763123717.302109,1763131580.6241515,1763132558.1061747,7863.32204246521,977.4820232391357,completed
job-4f886962a3eb,clusterA,DenseNet-121,TinyImageNet,2,1763123953.3540416,1763132558.7009401,,8605.346898555756,,running
job-3be60c1a3c6d,clusterA,EfficientNetV2-S,MNIST,1,1763124010.1867752,1763132558.7251675,,8548.538392305374,,running
job-3be60c1a3c6d,clusterA,EfficientNetV2-S,MNIST,1,1763124010.1867752,1763132558.7251675,1763132569.695974,8548.538392305374,10.97080659866333,completed
job-4f886962a3eb,clusterA,DenseNet-121,TinyImageNet,2,1763123953.3540416,1763132558.7009401,1763138604.0743203,8605.346898555756,6045.373380184174,completed
job-ec5d13acf59b,clusterA,DeepSpeech2,ARCTIC,4,1763124992.7880175,1763138604.660328,,13611.87231040001,,running
job-cb65ee1280d8,clusterB,DenseNet-121,TinyImageNet,1,1763125123.9007895,1763138604.715588,,13480.814798593521,,running
job-ec5d13acf59b,clusterA,DeepSpeech2,ARCTIC,4,1763124992.7880175,1763138604.660328,1763138609.0961127,13611.87231040001,4.435784816741943,completed
job-b9540878e1c0,clusterA,EfficientNetV2-S,MNIST,1,1763125780.425558,1763138609.7435753,,12829.318017244339,,running
job-902538af2e57,clusterA,ResNet-18,CIFAR-100,1,1763126277.8205416,1763138609.7638762,,12331.943334579468,,running
job-83e58c6b5f69,clusterA,ResNet-50,CIFAR-10,1,1763128007.676338,1763138609.7849195,,10602.108581542969,,running
job-83644a4fd280,clusterA,DeepSpeech2,ARCTIC,1,1763128072.9503646,1763138609.8087091,,10536.858344554901,,running
job-83644a4fd280,clusterA,DeepSpeech2,ARCTIC,1,1763128072.9503646,1763138609.8087091,1763138616.0205202,10536.858344554901,6.211811065673828,completed
job-8e079c21cff0,clusterA,DistilBERT,SST-2,1,1763129082.092371,1763138616.8388767,,9534.746505737305,,running
job-cb65ee1280d8,clusterB,DenseNet-121,TinyImageNet,1,1763125123.9007895,1763138604.715588,1763138624.4233887,13480.814798593521,19.70780062675476,completed
job-902538af2e57,clusterA,ResNet-18,CIFAR-100,1,1763126277.8205416,1763138609.7638762,1763139596.1664956,12331.943334579468,986.4026193618774,completed
job-83e58c6b5f69,clusterA,ResNet-50,CIFAR-10,1,1763128007.676338,1763138609.7849195,1763141015.2266846,10602.108581542969,2405.4417650699615,completed
job-ceb4c262eb17,clusterA,DeepSpeech2,ARCTIC,2,1763129178.717382,1763141015.6020086,,11836.884626626968,,running
job-ceb4c262eb17,clusterA,DeepSpeech2,ARCTIC,2,1763129178.717382,1763141015.6020086,1763141022.587545,11836.884626626968,6.985536336898804,completed
job-effd2e3354cf,clusterA,DistilBERT,SST-2,2,1763129409.9680374,1763141022.644915,,11612.676877737045,,running
job-8e079c21cff0,clusterA,DistilBERT,SST-2,1,1763129082.092371,1763138616.8388767,1763141853.2040448,9534.746505737305,3236.365168094635,completed
job-b9540878e1c0,clusterA,EfficientNetV2-S,MNIST,1,1763125780.425558,1763138609.7435753,1763142302.8179119,12829.318017244339,3693.074336528778,completed
job-9429486ea3c8,clusterA,DistilBERT,SST-2,2,1763129799.5733113,1763142303.1363628,,12503.563051462173,,running
job-effd2e3354cf,clusterA,DistilBERT,SST-2,2,1763129409.9680374,1763141022.644915,1763148633.8807855,11612.676877737045,7611.235870361328,completed
job-c529a228bbef,clusterA,DeepSpeech2,ARCTIC,2,1763129922.2186248,1763148634.4199116,,18712.201286792755,,running
job-c529a228bbef,clusterA,DeepSpeech2,ARCTIC,2,1763129922.2186248,1763148634.4199116,1763148640.2066963,18712.201286792755,5.786784648895264,completed
job-d1eab91e1109,clusterA,DeepSpeech2,ARCTIC,2,1763130718.4149466,1763148640.4682434,,17922.053296804428,,running
job-a6b833f405a7,clusterB,DistilBERT,SST-2,1,1763130801.1646109,1763148640.5223732,,17839.35776233673,,running
job-d1eab91e1109,clusterA,DeepSpeech2,ARCTIC,2,1763130718.4149466,1763148640.4682434,1763148645.2287183,17922.053296804428,4.760474920272827,completed
job-09aa23edee42,clusterA,DistilBERT,SST-2,2,1763131198.0308545,1763148645.5660663,,17447.53521180153,,running
job-a6b833f405a7,clusterB,DistilBERT,SST-2,1,1763130801.1646109,1763148640.5223732,1763148764.5827672,17839.35776233673,124.0603940486908,completed
job-a35c3c3a8577,clusterB,DeepSpeech2,ARCTIC,1,1763133050.9016669,1763148764.7202196,,15713.818552732468,,running
job-a35c3c3a8577,clusterB,DeepSpeech2,ARCTIC,1,1763133050.9016669,1763148764.7202196,1763149000.4338896,15713.818552732468,235.71367001533508,completed
job-09aa23edee42,clusterA,DistilBERT,SST-2,2,1763131198.0308545,1763148645.5660663,1763152341.8262281,17447.53521180153,3696.2601618766785,completed
job-fb9bcb335148,clusterA,DenseNet-121,TinyImageNet,2,1763133062.0244565,1763152342.8441012,,19280.81964468956,,running
job-9429486ea3c8,clusterA,DistilBERT,SST-2,2,1763129799.5733113,1763142303.1363628,1763156490.1226475,12503.563051462173,14186.986284732819,completed
job-fb9bcb335148,clusterA,DenseNet-121,TinyImageNet,2,1763133062.0244565,1763152342.8441012,1763158400.0106878,19280.81964468956,6057.166586637497,completed
job-002955916af4,clusterA,DeepSpeech2,ARCTIC,4,1763133714.7874646,1763158400.7530909,,24685.965626239777,,running
job-002955916af4,clusterA,DeepSpeech2,ARCTIC,4,1763133714.7874646,1763158400.7530909,1763158403.7656515,24685.965626239777,3.0125606060028076,completed
job-82a7344a05c4,clusterA,DistilBERT,SST-2,2,1763135126.2455447,1763158404.7925613,,23278.547016620636,,running
job-e570a47ff1ad,clusterA,DenseNet-121,TinyImageNet,1,1763135851.5644126,1763158404.8138728,,22553.249460220337,,running
job-8966ad787cb1,clusterA,DistilBERT,SST-2,1,1763136399.5590997,1763158404.8395998,,22005.28050017357,,running
job-029f4e204992,clusterB,DeepSpeech2,ARCTIC,1,1763136802.871484,1763158404.8659673,,21601.994483232498,,running
job-029f4e204992,clusterB,DeepSpeech2,ARCTIC,1,1763136802.871484,1763158404.8659673,1763158691.6098988,21601.994483232498,286.7439315319061,completed
