epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss,epoch_power_dt_sec,gpu_power_w,cpu_power_w
1,0,269.9665138721466,9.986323356628418,280.02181124687195,8.4,8334.381568,2234.7776,0.0,59.0,50.14592390232843,9.66,27.46,0.06829895079135895,[0.02324856],1.0,64,4,0.0010803400000000002,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.0010803400000000002, ""num_workers"": 4}]",4.691536875,4.368834765625,4.691536875,4.368834765625,280.0211250782013,175.946,
2,0,271.44001936912537,11.507697820663452,282.99643778800964,12.9,4777.22368,2634.866688,0.0,57.0,28.74337983773979,19.4,43.27,0.16697898507118225,[0.01292992],1.0,64,4,0.0010706000000000001,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.0010706000000000001, ""num_workers"": 4}]",4.103220625,3.6437515625,4.103220625,3.6437515625,282.9955937862396,154.355,
3,0,278.23196816444397,9.864482164382935,288.2426338195801,12.1,249.182208,2635.874304,0.0,58.0,1.4992680546519193,26.32,52.65,0.23879429697990417,[-0.00021284],1.0,64,4,0.00106368,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00106368, ""num_workers"": 4}]",3.68656375,3.8625078125,3.68656375,3.8625078125,288.2417163848877,172.636,105.70098020550567
4,0,275.5250837802887,10.168140411376953,285.75592970848083,13.1,7595.828736,2637.078528,0.0,57.0,45.70223317265038,31.28,58.25,0.29672664403915405,[-0.01938759],1.0,64,4,0.0010587200000000002,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.0010587200000000002, ""num_workers"": 4}]",3.3718425,2.9646515625,3.3718425,2.9646515625,285.75531244277954,169.143,107.33981832845897
5,0,268.3100128173828,10.028090476989746,278.39787578582764,12.2,4459.931136,2636.689408,0.0,59.0,26.834308644348493,36.13,64.07,0.3457641899585724,[0.00021552],1.0,64,4,0.0010538700000000002,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.0010538700000000002, ""num_workers"": 4}]",3.1451034375,2.7028306640625,3.1451034375,2.7028306640625,278.3972051143646,171.542,110.8453027512371
6,0,269.76892352104187,10.043400287628174,279.87664461135864,12.6,249.18272,2637.0048,0.0,57.0,1.4992711352299835,38.7,66.57,0.3746212422847748,[0.01664563],1.0,64,4,0.0010513,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.0010513, ""num_workers"": 4}]",2.981594375,2.562029296875,2.981594375,2.562029296875,279.87588143348694,172.488,111.54739661416433
7,0,269.4743993282318,10.265630960464478,279.80279183387756,12.9,7676.143104,2668.126208,0.0,62.0,46.18546497013071,42.17,70.01,0.40752992033958435,[-0.00212584],1.0,64,4,0.00104783,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00104783, ""num_workers"": 4}]",2.8350359375,2.4032158203125,2.8350359375,2.4032158203125,279.802109003067,170.224,111.20741253118622
8,0,271.1465005874634,10.327268600463867,281.53611421585083,12.3,6401.9456,2645.946368,0.0,59.0,38.518932000552034,43.32,71.18,0.42096036672592163,[0.0068522],1.0,64,4,0.0010466800000000001,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.0010466800000000001, ""num_workers"": 4}]",2.7165615625,2.3257646484375,2.7165615625,2.3257646484375,281.5354356765747,168.289,111.01137794570164
9,0,274.5671443939209,10.155030250549316,284.7838234901428,12.5,249.18272,2637.86496,0.0,59.0,1.4992711352299835,45.23,72.82,0.4466307461261749,[0.00162009],1.0,64,4,0.00104477,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00104477, ""num_workers"": 4}]",2.61906875,2.2692380859375,2.61906875,2.2692380859375,284.7831280231476,169.21,110.31087862918123
10,0,269.77493810653687,9.918181419372559,279.75680685043335,12.7,8222.846976,2668.535808,0.0,60.0,49.4748476962205,47.37,73.79,0.4674426317214966,[-0.00123992],1.0,64,4,0.00104263,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00104263, ""num_workers"": 4}]",2.51157109375,2.1878205078125,2.51157109375,2.1878205078125,279.75615978240967,148.732,110.87660047280339
11,0,268.3579888343811,9.909571170806885,278.3265588283539,13.9,8224.550912,2637.824,0.0,59.0,49.485099860018536,48.52,74.83,0.4782719910144806,[-0.00745836],1.0,64,4,0.00104148,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00104148, ""num_workers"": 4}]",2.43299296875,2.11464375,2.43299296875,2.11464375,278.3260278701782,172.928,111.34065241449314
12,0,271.9432706832886,10.468226194381714,282.4714198112488,12.6,7194.847744,2638.163968,0.0,61.0,43.28962917233493,49.55,75.52,0.4879527688026428,[-0.01033432],1.0,64,4,0.00104045,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00104045, ""num_workers"": 4}]",2.35992921875,2.097812890625,2.35992921875,2.097812890625,282.47063088417053,168.297,110.99394675780071
13,0,270.5181972980499,10.288800477981567,280.86663722991943,12.1,4253.304832,2638.073856,0.0,57.0,25.59108899666804,51.05,75.92,0.5076180100440979,[-0.00581283],1.0,64,4,0.00103895,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00103895, ""num_workers"": 4}]",2.29460125,2.0317779296875,2.29460125,2.0317779296875,280.86604928970337,168.783,111.41865221923517
14,0,269.45425367355347,10.329577684402466,279.84539437294006,12.6,249.18272,2638.204928,0.0,58.0,1.4992711352299835,51.45,76.81,0.5096902251243591,[0.00967766],1.0,64,4,0.00103855,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00103855, ""num_workers"": 4}]",2.22740671875,1.9907041015625,2.22740671875,1.9907041015625,279.84460067749023,169.744,110.87431090642355
15,0,270.51286602020264,10.576904535293579,281.1546242237091,12.2,7805.330944,2638.344192,0.0,62.0,46.96275642731807,52.61,77.17,0.522201418876648,[0.0165398],1.0,64,4,0.00103739,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00103739, ""num_workers"": 4}]",2.16536921875,1.971101171875,2.16536921875,1.971101171875,281.1537504196167,145.759,111.7537904797864
16,0,272.63020873069763,9.351030826568604,282.04549264907837,4.2,8403.562496,2638.454784,0.0,59.0,50.562168529800275,52.46,77.53,0.5209299921989441,[-0.00340232],1.0,64,4,0.00103754,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00103754, ""num_workers"": 4}]",2.09465390625,1.98111328125,2.09465390625,1.98111328125,282.04468631744385,180.781,109.84731055748257
17,0,264.26235699653625,9.41916298866272,273.76173162460327,4.1,8354.779136,2638.446592,0.0,59.0,50.26865105183257,53.42,78.59,0.5325829982757568,[-7.18596787e-05],1.0,64,4,0.00103658,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00103658, ""num_workers"": 4}]",2.0530121875,1.93629296875,2.0530121875,1.93629296875,273.7608370780945,163.714,91.18785314379622
18,0,276.3338694572449,10.468397855758667,286.86517786979675,16.2,249.18272,2638.778368,0.0,59.0,1.4992711352299835,54.1,78.96,0.5396950840950012,[-0.01029446],1.0,64,4,0.0010359,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.0010359, ""num_workers"": 4}]",1.99462171875,1.9105462890625,1.99462171875,1.9105462890625,286.8645384311676,162.319,97.7327692865988
19,0,275.07205295562744,10.573193788528442,285.71004819869995,16.5,2772.250112,2638.528512,0.0,59.0,16.67994703870192,54.89,79.44,0.5466024279594421,[-0.00577231],1.0,64,4,0.00103511,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00103511, ""num_workers"": 4}]",1.949106875,1.8822978515625,1.949106875,1.8822978515625,285.70919704437256,164.004,117.27420333898561
20,0,277.3489234447479,10.459568500518799,287.8692865371704,16.3,249.18272,2638.532608,0.0,57.0,1.4992711352299835,55.37,79.72,0.551979124546051,[-0.01909866],1.0,64,4,0.00103463,"[{""shard_pct"": 1.0, ""batch_size"": 64, ""lr"": 0.00103463, ""num_workers"": 4}]",1.89980515625,1.867915234375,1.89980515625,1.867915234375,287.8686487674713,167.219,
