epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss,epoch_power_dt_sec,gpu_power_w,cpu_power_w
1,2,95.84796905517578,3.402815580368042,99.94230890274048,14.6,239.543808,2267.21792,0.0,41.0,1.4412761725912344,10.5,29.03,0.07942041009664536,,0.25,64,4,0.0010795,,4.636344375,4.198080859375,4.6310103125,4.195185546875,99.94197678565979,,
2,2,98.19007921218872,3.229748487472534,101.50965094566345,15.4,4963.952128,2617.602048,0.0,45.0,29.866878980106854,17.91,41.16,0.14757531881332397,,0.25,64,5,0.00107209,,4.06147375,3.737587109375,4.06730375,3.7492921875,101.5093584060669,,
3,2,99.43176412582397,3.1567142009735107,102.69553971290588,13.8,241.957376,2756.46464,0.0,47.0,1.455798017586404,24.59,50.39,0.22523777186870575,,0.25,64,4,0.00106541,,3.691438125,3.3168109375,3.694719375,3.331720703125,102.69523739814758,,
4,2,95.84329295158386,3.183453321456909,99.12675142288208,13.7,3971.820032,2754.985984,0.0,49.0,23.89746419136058,30.41,58.28,0.2834217846393585,,0.25,64,5,0.00105959,,3.408438125,2.980629296875,3.408793125,3.00903671875,99.12647223472595,,
5,2,100.39022755622864,3.332092046737671,103.84145784378052,14.9,6344.630272,2756.247552,0.0,50.0,38.17407976972063,32.7,61.16,0.3151788115501404,,0.25,64,5,0.0010573,,3.198391875,2.8434900390625,3.20378625,2.8777564453125,103.84112334251404,,
6,2,100.51531171798706,3.24002742767334,104.19392037391663,15.1,241.957376,2757.787648,0.0,49.0,1.455798017586404,35.41,63.51,0.33841976523399353,,0.25,64,4,0.00105459,,3.02677125,2.7405484375,3.0328975,2.7663939453125,104.19360065460205,,
7,2,99.03200173377991,3.1891419887542725,102.3273344039917,13.9,241.957376,2756.583424,0.0,50.0,1.455798017586404,39.6,67.1,0.38378390669822693,,0.25,64,4,0.0010504,,2.8825909375,2.5458412109375,2.8894521875,2.5934765625,102.32705736160278,,
8,2,99.75912022590637,3.2146799564361572,103.18964385986328,15.3,241.957376,2756.886528,0.0,52.0,1.455798017586404,41.14,68.77,0.4048610329627991,,0.25,64,4,0.00104886,,2.7551159375,2.4678099609375,2.7828571875,2.4917599609375,103.18924832344055,,
9,2,100.10205030441284,3.1512746810913086,103.3733606338501,15.5,6578.859008,2758.463488,0.0,51.0,39.583376461426234,42.46,69.89,0.42345836758613586,,0.25,64,5,0.00104754,,2.65657,2.394531640625,2.6748065625,2.45634609375,103.3730320930481,,
10,2,99.95790696144104,3.0065183639526367,103.31173539161682,13.8,7488.742912,2757.5296,0.0,51.0,45.05792410934326,46.34,73.19,0.45361217856407166,,0.25,64,5,0.00104366,,2.5615021875,2.232912109375,2.5632246875,2.264415234375,103.31146550178528,,
11,2,99.95094895362854,3.360492706298828,103.44722485542297,15.2,212.80768,2758.033408,0.0,51.0,1.2804114666508941,46.7,73.42,0.4596204161643982,,0.25,64,4,0.0010432999999999998,,2.4796115625,2.2129203125,2.49473921875,2.2683775390625,103.44691729545593,,
12,2,100.70868110656738,3.379305362701416,104.21823024749756,15.4,8022.66624,2756.907008,0.0,51.0,48.27040944579168,48.06,74.28,0.4736434519290924,,0.25,64,5,0.00104194,,2.3946653125,2.1581068359375,2.3879734375,2.1798767578125,104.21796107292175,,
13,2,99.91839647293091,3.029744863510132,103.14178442955017,13.6,1607.460352,2756.960256,0.0,53.0,9.67169355395201,48.83,74.79,0.48806238174438477,,0.25,64,4,0.00104117,,2.3299840625,2.1536359375,2.31869609375,2.207091015625,103.14150977134705,,
14,2,100.03183054924011,3.215989112854004,103.3691074848175,15.4,241.957376,2757.668864,0.0,50.0,1.455798017586404,51.14,76.87,0.5096952319145203,,0.25,64,4,0.0010388600000000002,,2.258609375,2.0233552734375,2.2882146875,2.058988671875,103.3687105178833,,
15,2,100.9739158153534,3.2486817836761475,104.35300087928772,15.1,241.957376,2757.640192,0.0,51.0,1.455798017586404,50.55,75.87,0.5028071403503418,,0.25,64,4,0.00103945,,2.19345625,2.052076171875,2.187235,2.099834765625,104.35272479057312,,
16,2,100.04374670982361,3.073474645614624,103.72552347183228,14.0,213.141504,2758.565888,0.0,53.0,1.2824200035488258,50.67,76.11,0.5082815885543823,,0.25,64,4,0.0010393300000000002,,2.14139375,2.0638126953125,2.1328046875,2.1062935546875,103.72514247894287,,
17,2,99.81242251396179,3.024904251098633,103.0814917087555,13.1,227.074048,2757.971968,0.0,52.0,1.3662486938349006,52.52,77.92,0.5214659571647644,,0.25,64,4,0.00103748,,2.081515625,1.9687982421875,2.078090625,1.9992185546875,103.08120346069336,,
18,2,99.03367495536804,3.0221879482269287,102.39792370796204,14.9,241.957376,2757.812224,0.0,52.0,1.455798017586404,54.54,78.83,0.5448811054229736,,0.25,64,5,0.00103546,,2.03084703125,1.907025390625,2.01664328125,1.923844921875,102.39764833450317,,
19,2,98.9445321559906,3.2609596252441406,102.44278073310852,15.1,4712.198656,2758.672384,0.0,53.0,28.352140262415958,53.35,78.61,0.5318810343742371,,0.25,64,5,0.00103665,,1.984215625,1.938376953125,1.9537809375,1.9891783203125,102.44249439239502,,
