epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss,epoch_power_dt_sec,gpu_power_w,cpu_power_w
1,0,95.86393427848816,3.918593406677246,99.94184041023254,14.0,7920.947712,2267.40224,0.0,41.0,47.658394082332755,10.5,29.03,0.07942041009664536,[0.02032578 0.03372663 0.02820928 0.03074997],0.25,64,4,0.0010795,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010795, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010795, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010795, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010795, ""num_workers"": 4}]",4.636344375,4.198080859375,4.651914375,4.235013671875,99.94138312339783,118.106,
2,0,98.19408082962036,3.207169771194458,101.50911378860474,15.2,8250.582016,2624.663552,0.0,48.0,49.64172260996431,17.91,41.16,0.14757531881332397,[-0.00159596 -0.0275061   0.03649069  0.04358495],0.25,64,5,0.00107209,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00107209, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00107209, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00107209, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00107209, ""num_workers"": 5}]",4.06147375,3.737587109375,4.05604,3.7376546875,101.50878953933716,140.591,
3,0,99.42171692848206,2.9556496143341064,102.6954734325409,13.6,6469.496832,2762.15808,0.0,47.0,38.92537114804519,24.59,50.39,0.22523777186870575,[ 0.01651379  0.02089574  0.02893793 -0.01932127],0.25,64,4,0.00106541,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00106541, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00106541, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00106541, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00106541, ""num_workers"": 4}]",3.691438125,3.3168109375,3.69563,3.312969921875,102.69496154785156,159.739,
4,0,95.84620070457458,3.187419891357422,99.12667155265808,15.0,8452.933632,2762.211328,0.0,49.0,50.859222511385816,30.41,58.28,0.2834217846393585,[-2.20110209e-02  8.25166831e-05 -5.32630651e-03  3.37874234e-02],0.25,64,5,0.00105959,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00105959, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00105959, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00105959, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00105959, ""num_workers"": 4}]",3.408438125,2.980629296875,3.400285625,2.979156640625,99.12636876106262,160.529,
5,0,100.36053800582886,3.247277021408081,103.8417181968689,13.5,213.142016,2763.497472,0.0,48.0,1.2824230841268902,32.7,61.16,0.3151788115501404,[ 0.0372654  -0.0078967  -0.01046758 -0.01250759],0.25,64,4,0.0010573,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010573, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010573, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010573, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010573, ""num_workers"": 5}]",3.198391875,2.8434900390625,3.21211375,2.8189388671875,103.84069442749023,138.261,
6,0,100.53932404518127,2.9399821758270264,104.19354104995728,14.9,8373.367296,2765.1072,0.0,49.0,50.38049143845744,35.41,63.51,0.33841976523399353,[ 0.00123754 -0.01980263 -0.00931704 -0.02877734],0.25,64,5,0.00105459,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00105459, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00105459, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00105459, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00105459, ""num_workers"": 4}]",3.02677125,2.7405484375,3.0271978125,2.7391611328125,104.19303297996521,103.892,
7,0,99.03106927871704,3.109818458557129,102.32694554328918,14.6,241.956864,2765.365248,0.0,49.0,1.4557949370083394,39.6,67.1,0.38378390669822693,[-0.0084381  -0.03766622 -0.02689191  0.04224358],0.25,64,4,0.0010504,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010504, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010504, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010504, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.0010504, ""num_workers"": 5}]",2.8825909375,2.5458412109375,2.880045,2.5258267578125,102.32646107673645,165.491,
8,0,99.75967741012573,3.0796029567718506,103.18914341926575,14.9,8530.51904,2765.287424,0.0,50.0,51.32603482778335,41.14,68.77,0.4048610329627991,[0.03654214 0.04617224 0.01949185 0.00243086],0.25,64,4,0.00104886,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104886, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104886, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104886, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104886, ""num_workers"": 4}]",2.7551159375,2.4678099609375,2.7569109375,2.4520619140625,103.18866109848022,152.275,
9,0,100.11665105819702,2.9387407302856445,103.37279033660889,12.7,227.073536,2764.808192,0.0,53.0,1.3662456132568361,42.46,69.89,0.42345836758613586,[-0.01657807  0.00219889  0.0062449  -0.01021822],0.25,64,4,0.00104754,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104754, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104754, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104754, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104754, ""num_workers"": 4}]",2.65657,2.394531640625,2.653801875,2.36023359375,103.37235713005066,142.218,
10,0,99.94556760787964,3.046966075897217,103.31105518341064,15.8,241.956864,2786.97984,0.0,52.0,1.4557949370083394,46.34,73.19,0.45361217856407166,[-0.03087586 -0.00884382  0.01942812  0.04057854],0.25,64,4,0.00104366,"[{""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104366, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104366, ""num_workers"": 4}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104366, ""num_workers"": 5}, {""shard_pct"": 0.25, ""batch_size"": 64, ""lr"": 0.00104366, ""num_workers"": 5}]",2.5615021875,2.232912109375,2.572473125,2.2270125,103.31055188179016,147.857,
