epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss,epoch_power_dt_sec,gpu_power_w,cpu_power_w
1,0,107.96109294891357,3.7111854553222656,111.83940768241882,23.3,240.018944,2123.333632,63.0,70.0,0.9440047111329918,11.317736452709457,30.42391521695661,0.08738890290260315,[-0.04167215 -0.01031158  0.00797533],0.3333333333333333,64,4,0.0010786822635472906,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010786822635472906, ""num_workers"": 4}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010786822635472906, ""num_workers"": 4}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010786822635472906, ""num_workers"": 4}]",4.6378921875,4.182091316111777,4.650902446524465,4.195282916073036,111.83429884910583,205.7244712649256,
2,0,107.56795883178711,3.3997185230255127,111.12931728363037,24.3,243.636224,2414.809088,63.0,70.0,0.958231627161283,18.286342731453708,41.94161167766447,0.15437303483486176,[-0.02438871  0.03718842  0.01624058],0.3333333333333333,64,4,0.0010717136572685464,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010717136572685464, ""num_workers"": 4}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010717136572685464, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010717136572685464, ""num_workers"": 6}]",4.06503375,3.7162622163067387,4.063739856148562,3.7366734660880323,111.12765336036682,208.09545869744701,
3,0,107.3585467338562,3.4364893436431885,110.90385961532593,24.2,7012.767744,2416.398336,63.0,72.0,27.581513684259367,25.03499300139972,50.959808038392325,0.22664770483970642,[0.00936095 0.00921313 0.02300915],0.3333333333333333,64,6,0.0010649650069986002,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010649650069986002, ""num_workers"": 6}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010649650069986002, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010649650069986002, ""num_workers"": 6}]",3.68570875,3.323728223105379,3.7052911154111543,3.352128988264847,110.90148735046387,209.42267371598246,
4,0,107.81301140785217,5.295442342758179,113.23702025413513,24.4,243.636224,2684.440576,64.0,71.0,0.958231627161283,29.774045190961807,58.078384323135374,0.2812018096446991,[-0.01331604  0.01956053 -0.02256863],0.3333333333333333,64,5,0.0010602259548090382,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010602259548090382, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010602259548090382, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010602259548090382, ""num_workers"": 5}]",3.3946753125,2.9789901394721054,3.398744065565656,3.0168780696985604,113.23535895347595,207.60502035111463,
5,0,107.79089260101318,3.377591371536255,111.33986711502075,23.0,237.00224,2684.25216,62.0,71.0,0.9321398860461281,34.673065386922616,61.45770845830834,0.3320685625076294,[-0.02387515  0.01002795  0.02465761],0.3333333333333333,64,4,0.0010553269346130773,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010553269346130773, ""num_workers"": 4}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010553269346130773, ""num_workers"": 4}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010553269346130773, ""num_workers"": 6}]",3.1773253125,2.82256712719956,3.1751982363573634,2.8716898221918115,111.33821439743042,208.91445157339706,
6,0,107.25828671455383,3.5320754051208496,110.94259238243103,24.4,243.636224,2702.921728,67.0,71.0,0.958231627161283,37.19256148770246,64.58708258348331,0.3643198311328888,[-0.03020877  0.02206487  0.01301862],0.3333333333333333,64,4,0.0010528074385122977,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010528074385122977, ""num_workers"": 4}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010528074385122977, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010528074385122977, ""num_workers"": 5}]",3.0114203125,2.6532931694911017,3.0061681085560856,2.6978833725442413,110.93782567977905,209.8457659265948,
7,0,107.17598390579224,3.3950769901275635,110.7278835773468,24.5,243.636224,2685.345792,63.0,71.0,0.958231627161283,39.502099580083986,67.43651269746051,0.3846336603164673,[-0.01488398  0.03967707  0.02258738],0.3333333333333333,64,5,0.001050497900419916,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.001050497900419916, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.001050497900419916, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.001050497900419916, ""num_workers"": 5}]",2.8628025,2.549898028206859,2.8517699239492393,2.571853207483503,110.72627449035645,210.46468967982267,
8,0,107.2497193813324,3.4024288654327393,110.7764081954956,24.6,215.24736,2684.850176,65.0,72.0,0.8465770180996176,42.34153169366127,70.45590881823635,0.4144817590713501,[ 0.03646866  0.00144491 -0.0243344 ],0.3333333333333333,64,5,0.0010476584683063387,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010476584683063387, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010476584683063387, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010476584683063387, ""num_workers"": 5}]",2.746061875,2.4195371863127373,2.75521184899349,2.468648067261548,110.77480173110962,209.44111510417838,
9,0,107.86001682281494,3.4076333045959473,111.40780186653137,24.2,243.636224,2685.947904,63.0,70.0,0.958231627161283,44.91101779644071,71.9256148770246,0.4467240571975708,[ 0.01812315 -0.01009807  0.00635601],0.3333333333333333,64,5,0.0010450889822035594,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010450889822035594, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010450889822035594, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010450889822035594, ""num_workers"": 6}]",2.647121875,2.3137612711832634,2.630250052500525,2.3499889865776846,111.40612387657166,209.4264048341067,
10,0,107.40560340881348,5.753788232803345,113.27136993408203,23.6,243.636224,2685.923328,64.0,72.0,0.958231627161283,46.060787842431516,73.1753649270146,0.45177528262138367,[0.01177706 0.00590583 0.03596455],0.3333333333333333,64,6,0.0010439392121575687,"[{""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010439392121575687, ""num_workers"": 6}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010439392121575687, ""num_workers"": 5}, {""shard_pct"": 0.3333333333333333, ""batch_size"": 64, ""lr"": 0.0010439392121575687, ""num_workers"": 6}]",2.555126875,2.2354634541841634,2.570527892778928,2.2758824211720157,113.26977705955505,206.95077370622624,
