ts,node_id,gpu_index,gpu_util,power_w,mem_used_mb,mem_total_mb
2025-11-18 10:57:20,node-h,0,0.0,16.0,317,24564
2025-11-18 10:57:22,node-e,0,0.0,17.4,317,24564
2025-11-18 10:57:22,node-f,0,0.0,18.4,317,24564
2025-11-18 10:57:23,node-g,0,0.0,15.5,317,24564
2025-11-18 10:57:25,node-h,0,0.0,16.3,317,24564
2025-11-18 10:57:27,node-e,0,0.0,17.5,317,24564
2025-11-18 10:57:27,node-f,0,0.0,18.4,317,24564
2025-11-18 10:57:28,node-g,0,0.0,15.5,317,24564
2025-11-18 10:57:30,node-h,0,0.0,16.1,317,24564
2025-11-18 10:57:32,node-e,0,0.0,17.3,317,24564
2025-11-18 10:57:32,node-f,0,0.0,18.4,317,24564
2025-11-18 10:57:33,node-g,0,0.0,15.4,317,24564
2025-11-18 10:57:36,node-h,0,0.0,16.1,317,24564
2025-11-18 10:57:37,node-e,0,0.0,17.4,317,24564
2025-11-18 10:57:37,node-f,0,0.0,18.4,317,24564
2025-11-18 10:57:38,node-g,0,0.0,15.4,317,24564
2025-11-18 10:57:41,node-h,0,0.0,16.0,317,24564
2025-11-18 10:57:42,node-e,0,0.0,17.4,317,24564
2025-11-18 10:57:42,node-f,0,0.0,18.4,317,24564
2025-11-18 10:57:43,node-g,0,0.0,15.5,317,24564
2025-11-18 10:57:46,node-h,0,0.0,16.0,317,24564
2025-11-18 10:57:47,node-e,0,0.0,17.4,317,24564
2025-11-18 10:57:47,node-f,0,0.0,18.3,317,24564
2025-11-18 10:57:48,node-g,0,0.0,15.5,317,24564
2025-11-18 10:57:51,node-h,0,0.0,16.1,317,24564
2025-11-18 10:57:52,node-e,0,0.0,17.4,317,24564
2025-11-18 10:57:52,node-f,0,0.0,18.4,317,24564
2025-11-18 10:57:53,node-g,0,0.0,15.5,317,24564
2025-11-18 10:57:56,node-h,0,0.0,16.1,317,24564
2025-11-18 10:57:57,node-e,0,0.0,17.5,317,24564
2025-11-18 10:57:57,node-f,0,0.0,18.5,317,24564
2025-11-18 10:57:58,node-g,0,0.0,15.5,317,24564
2025-11-18 10:58:01,node-h,0,0.0,16.2,317,24564
2025-11-18 10:58:02,node-e,0,0.0,17.5,317,24564
2025-11-18 10:58:02,node-f,0,0.0,18.4,317,24564
2025-11-18 10:58:03,node-g,0,0.0,15.3,317,24564
2025-11-18 10:58:06,node-h,0,0.0,16.1,317,24564
2025-11-18 10:58:07,node-e,0,0.0,17.5,317,24564
2025-11-18 10:58:07,node-f,0,0.0,18.6,317,24564
2025-11-18 10:58:08,node-g,0,0.0,15.4,317,24564
2025-11-18 10:58:11,node-h,0,0.0,16.2,317,24564
2025-11-18 10:58:12,node-e,0,0.0,17.4,317,24564
2025-11-18 10:58:12,node-f,0,0.0,18.5,317,24564
2025-11-18 10:58:13,node-g,0,0.0,15.5,317,24564
2025-11-18 10:58:16,node-h,0,0.0,16.2,317,24564
2025-11-18 10:58:17,node-e,0,0.0,17.5,317,24564
2025-11-18 10:58:17,node-f,0,0.0,18.4,317,24564
2025-11-18 10:58:19,node-g,0,0.0,15.4,317,24564
2025-11-18 10:58:21,node-h,0,0.0,16.2,317,24564
2025-11-18 10:58:22,node-e,0,0.0,17.5,317,24564
2025-11-18 10:58:22,node-f,0,0.0,18.4,317,24564
2025-11-18 10:58:24,node-g,0,0.0,15.4,317,24564
2025-11-18 10:58:26,node-h,0,0.0,16.2,317,24564
2025-11-18 10:58:27,node-e,0,0.0,17.4,317,24564
2025-11-18 10:58:27,node-f,0,0.0,18.4,317,24564
2025-11-18 10:58:29,node-g,0,0.0,15.6,317,24564
2025-11-18 10:58:31,node-h,0,0.0,16.1,317,24564
2025-11-18 10:58:32,node-e,0,0.0,17.3,317,24564
2025-11-18 10:58:32,node-f,0,0.0,18.3,317,24564
2025-11-18 10:58:34,node-g,0,0.0,15.4,317,24564
2025-11-18 10:58:36,node-h,0,0.0,16.2,317,24564
2025-11-18 10:58:37,node-e,0,0.0,17.3,317,24564
2025-11-18 10:58:37,node-f,0,0.0,18.4,317,24564
2025-11-18 10:58:39,node-g,0,0.0,15.6,317,24564
2025-11-18 10:58:41,node-h,0,0.0,16.0,317,24564
2025-11-18 10:58:42,node-e,0,0.0,17.4,317,24564
2025-11-18 10:58:42,node-f,0,0.0,18.4,317,24564
2025-11-18 10:58:44,node-g,0,0.0,15.5,317,24564
2025-11-18 10:58:46,node-h,0,0.0,16.2,317,24564
2025-11-18 10:58:47,node-e,0,0.0,17.4,317,24564
2025-11-18 10:58:47,node-f,0,0.0,18.4,317,24564
2025-11-18 10:58:49,node-g,0,0.0,15.4,317,24564
