job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,status
job-28ade0ae2633,clusterB,DeepSpeech2,ARCTIC,1,1763444406.4881492,1763445833.5186834,,1427.0305342674255,,running
job-4ef8c027ca1a,clusterB,DeepSpeech2,ARCTIC,1,1763445327.0800688,1763445833.5436518,,506.4635829925537,,running
job-4ef8c027ca1a,clusterB,DeepSpeech2,ARCTIC,1,1763445327.0800688,1763445833.5436518,1763445959.0031462,506.4635829925537,125.4594943523407,completed
job-eaa88324d95e,clusterB,DistilBERT,SST-2,1,1763444103.9696853,1763445959.7088675,,1855.7391822338104,,running
job-28ade0ae2633,clusterB,DeepSpeech2,ARCTIC,1,1763444406.4881492,1763445833.5186834,1763445996.454453,1427.0305342674255,162.93576955795288,completed
job-fa6c5adf5667,clusterB,EfficientNetV2-S,MNIST,1,1763445038.662512,1763445996.7790887,,958.1165766716003,,running
job-b3c00a8f928f,clusterB,DenseNet-121,TinyImageNet,1,1763435646.7098794,1763439904.639404,1763447550.7711732,4257.9295246601105,7646.131769180298,completed
job-fdf1c56ab505,clusterB,DistilBERT,SST-2,1,1763446843.9919481,1763447551.5808177,,707.5888695716858,,running
job-eaa88324d95e,clusterB,DistilBERT,SST-2,1,1763444103.9696853,1763445959.7088675,1763449136.862655,1855.7391822338104,3177.1537873744965,completed
job-a177680f16c1,clusterB,DistilBERT,SST-2,1,1763447281.1492894,1763449137.3987172,,1856.2494277954102,,running
job-245fc1004220,clusterA,DistilBERT,SST-2,2,1763438861.4471874,1763442203.4088979,1763449551.5649683,3341.9617104530334,7348.15607047081,completed
job-5f0db625988e,clusterA,ResNet-18,CIFAR-100,2,1763445029.4215696,1763449551.9154286,,4522.493859052658,,running
job-fdf1c56ab505,clusterB,DistilBERT,SST-2,1,1763446843.9919481,1763447551.5808177,1763449710.3978233,707.5888695716858,2158.817005634308,completed
job-474d89386a82,clusterB,DenseNet-121,TinyImageNet,1,1763444505.0487008,1763449711.1167018,,5206.068001031876,,running
job-5f0db625988e,clusterA,ResNet-18,CIFAR-100,2,1763445029.4215696,1763449551.9154286,1763450378.0288153,4522.493859052658,826.113386631012,completed
job-b627e3675ad8,clusterA,ResNet-50,CIFAR-10,2,1763446732.8738277,1763450378.8631778,,3645.98935008049,,running
job-fa6c5adf5667,clusterB,EfficientNetV2-S,MNIST,1,1763445038.662512,1763445996.7790887,1763450406.1147168,958.1165766716003,4409.335628032684,completed
job-6e8c71d2af9d,clusterB,DenseNet-121,TinyImageNet,1,1763447235.1888087,1763450406.921298,,3171.732489347458,,running
job-b627e3675ad8,clusterA,ResNet-50,CIFAR-10,2,1763446732.8738277,1763450378.8631778,1763451588.883406,3645.98935008049,1210.0202281475067,completed
job-7745644b5aa7,clusterA,DistilBERT,SST-2,2,1763440202.6403978,1763451589.2448647,,11386.60446691513,,running
job-a177680f16c1,clusterB,DistilBERT,SST-2,1,1763447281.1492894,1763449137.3987172,1763452166.9191327,1856.2494277954102,3029.52041554451,completed
job-7745644b5aa7,clusterA,DistilBERT,SST-2,2,1763440202.6403978,1763451589.2448647,1763455620.484477,11386.60446691513,4031.239612340927,completed
job-6a05e9dfd13f,clusterA,DistilBERT,SST-2,2,1763443148.926781,1763455620.7708821,,12471.844101190567,,running
job-136c31e1d30e,clusterB,DenseNet-121,TinyImageNet,1,1763443692.9450142,1763443693.1009579,1763455812.747649,0.1559436321258545,12119.646691083908,completed
job-4257a1fef862,clusterB,DistilBERT,SST-2,2,1763445320.134881,1763455813.0417583,,10492.906877279282,,running
job-6e8c71d2af9d,clusterB,DenseNet-121,TinyImageNet,1,1763447235.1888087,1763450406.921298,1763456776.1390498,3171.732489347458,6369.217751741409,completed
