Job_ID,Type,Alloc,Batch,GAS,JCT,Energy,Cost
44,GPT-FineTune,16,32,1,76.3,0.21,1.03
40,DenseNet121,16,128,1,99.3,0.27,1.33
52,ResNet50,16,128,1,91.7,0.25,1.23
48,BERT-Large,16,64,1,103.9,0.28,1.39
56,ResNet50,16,128,1,91.5,0.25,1.23
60,DenseNet121,16,128,1,99.9,0.27,1.33
23,ResNet50,16,128,1,191.6,0.38,1.28
65,GPT-FineTune,16,32,1,121.5,0.21,1.03
26,ResNet50,16,128,1,191.9,0.38,1.28
66,GPT-FineTune,16,32,1,135.3,0.21,1.03
20,GPT-FineTune,16,32,1,218.7,0.44,1.46
67,GPT-FineTune,16,32,1,141.0,0.21,1.03
64,ResNet50,8,128,1,148.6,0.20,0.99
42,ResNet50,16,128,1,191.5,0.38,1.28
69,ResNet50,16,128,1,158.9,0.25,1.23
70,ResNet50,16,128,1,158.0,0.25,1.23
32,GPT-FineTune,16,32,1,219.0,0.44,1.46
54,ResNet50,16,128,1,191.3,0.38,1.28
38,GPT-FineTune,16,32,1,218.8,0.44,1.46
50,GPT-FineTune,16,32,1,218.5,0.44,1.46
71,BERT-Large,16,64,1,179.9,0.28,1.39
46,DenseNet121,16,128,1,236.2,0.47,1.58
62,GPT-FineTune,12,32,1,212.0,0.32,1.06
73,ResNet50,16,128,1,190.4,0.25,1.23
29,BERT-Large,16,64,1,279.4,0.56,1.87
58,DenseNet121,16,128,1,236.1,0.47,1.58
35,BERT-Large,16,64,1,279.7,0.56,1.87
77,ResNet50,16,128,1,210.6,0.25,1.23
75,BERT-Large,16,64,1,218.4,0.28,1.39
81,GPT-FineTune,16,32,1,212.9,0.21,1.03
80,BERT-Large,16,64,1,241.7,0.28,1.39
89,GPT-FineTune,16,32,1,236.2,0.21,1.03
86,ResNet50,16,128,1,240.8,0.25,1.23
78,ResNet50,8,128,1,266.3,0.20,0.99
95,GPT-FineTune,16,32,1,267.4,0.21,1.03
76,ResNet50,16,128,1,307.3,0.38,1.28
93,BERT-Large,16,64,1,285.5,0.28,1.39
94,BERT-Large,16,64,1,290.5,0.28,1.39
79,ResNet50,16,128,1,318.9,0.38,1.28
82,ResNet50,16,128,1,328.2,0.38,1.28
83,ResNet50,16,128,1,326.1,0.38,1.28
84,ResNet50,16,128,1,323.4,0.38,1.28
96,BERT-Large,16,64,1,321.4,0.28,1.39
9,ResNet50,16,128,1,473.8,0.74,1.69
15,ResNet50,16,128,1,473.8,0.74,1.69
97,DenseNet121,16,128,1,331.9,0.27,1.33
98,DenseNet121,16,128,1,334.1,0.27,1.33
17,ResNet50,16,128,1,473.9,0.74,1.69
22,ResNet50,16,128,1,473.9,0.74,1.69
72,BERT-Large,16,64,1,379.7,0.56,1.87
100,GPT-FineTune,16,32,1,337.1,0.21,1.03
25,ResNet50,16,128,1,473.1,0.74,1.69
74,BERT-Large,16,64,1,382.3,0.56,1.87
85,GPT-FineTune,16,32,1,365.0,0.44,1.46
28,ResNet50,16,128,1,473.4,0.74,1.69
103,GPT-FineTune,16,32,1,357.2,0.21,1.03
87,GPT-FineTune,16,32,1,373.6,0.44,1.46
92,ResNet50,16,128,1,372.9,0.38,1.28
37,ResNet50,16,128,1,473.3,0.74,1.69
102,ResNet50,16,128,1,366.6,0.25,1.23
91,GPT-FineTune,16,32,1,389.3,0.44,1.46
99,ResNet50,8,128,1,383.8,0.20,0.99
53,ResNet50,16,128,1,473.2,0.74,1.69
88,DenseNet121,12,128,1,408.2,0.38,1.26
90,DenseNet121,16,128,1,406.5,0.47,1.58
61,ResNet50,16,128,1,473.3,0.74,1.69
108,ResNet50,16,128,1,392.7,0.25,1.23
111,ResNet50,16,128,1,395.4,0.25,1.23
112,ResNet50,16,128,1,397.5,0.25,1.23
116,BERT-Large,16,64,1,411.1,0.28,1.39
125,ResNet50,16,128,1,419.2,0.25,1.23
121,BERT-Large,16,64,1,425.4,0.28,1.39
104,ResNet50,16,128,1,472.9,0.38,1.28
1,ResNet50,16,128,4,649.8,0.66,1.44
3,ResNet50,16,128,4,649.9,0.66,1.44
4,ResNet50,16,128,4,649.4,0.66,1.44
106,ResNet50,16,128,1,482.5,0.38,1.28
14,ResNet50,16,128,4,649.3,0.66,1.44
19,DenseNet121,16,128,1,650.0,1.01,2.31
132,BERT-Large,16,64,1,461.0,0.28,1.39
105,GPT-FineTune,16,32,1,512.5,0.44,1.46
27,ResNet50,16,128,4,649.4,0.66,1.44
133,BERT-Large,16,64,1,471.6,0.28,1.39
134,BERT-Large,16,64,1,472.2,0.28,1.39
107,GPT-FineTune,16,32,1,513.3,0.44,1.46
127,ResNet50,8,128,1,485.5,0.20,0.99
11,GPT-FineTune,16,32,1,684.4,1.07,2.44
30,ResNet50,16,128,4,649.0,0.66,1.44
135,ResNet50,16,128,1,480.2,0.25,1.23
119,ResNet50,16,128,1,505.1,0.38,1.28
101,BERT-Large,16,64,1,547.9,0.56,1.87
122,ResNet50,16,128,1,514.4,0.38,1.28
115,GPT-FineTune,16,32,1,531.0,0.44,1.46
118,GPT-FineTune,16,32,1,524.0,0.44,1.46
49,DenseNet121,16,128,1,649.4,1.01,2.31
137,DenseNet121,16,128,1,508.2,0.27,1.33
136,BERT-Large,16,64,1,509.6,0.28,1.39
55,ResNet50,16,128,4,649.6,0.66,1.44
126,ResNet50,16,128,1,528.3,0.38,1.28
123,GPT-FineTune,16,32,1,542.5,0.44,1.46
148,GPT-FineTune,16,32,1,526.0,0.21,1.03
145,ResNet50,16,128,1,538.1,0.25,1.23
130,GPT-FineTune,12,32,1,562.1,0.32,1.06
154,ResNet50,16,128,1,546.2,0.25,1.23
149,BERT-Large,16,64,1,554.9,0.28,1.39
161,DenseNet121,16,128,1,573.6,0.27,1.33
162,BERT-Large,16,64,1,577.4,0.28,1.39
138,ResNet50,16,128,1,613.8,0.38,1.28
129,BERT-Large,16,64,1,630.6,0.56,1.87
151,ResNet50,8,128,1,603.4,0.20,0.99
7,BERT-Large,16,64,1,849.3,1.32,3.02
167,ResNet50,16,128,1,598.4,0.25,1.23
13,BERT-Large,16,64,1,849.4,1.32,3.02
166,BERT-Large,16,64,1,607.7,0.28,1.39
170,ResNet50,16,128,1,621.3,0.25,1.23
169,BERT-Large,16,64,1,632.5,0.28,1.39
31,BERT-Large,16,64,1,849.3,1.32,3.02
155,ResNet50,16,128,1,652.4,0.38,1.28
34,BERT-Large,16,64,1,849.6,1.32,3.02
150,GPT-FineTune,16,32,1,670.9,0.44,1.46
41,BERT-Large,16,64,1,849.7,1.32,3.02
45,BERT-Large,16,64,1,849.2,1.32,3.02
171,ResNet50,16,128,1,654.7,0.25,1.23
172,ResNet50,16,128,1,659.6,0.25,1.23
142,BERT-Large,16,64,1,712.9,0.56,1.87
57,BERT-Large,16,64,1,849.2,1.32,3.02
156,DenseNet121,16,128,1,703.7,0.47,1.58
177,BERT-Large,16,64,1,693.5,0.28,1.39
146,BERT-Large,16,64,1,733.4,0.56,1.87
113,ResNet50,16,128,1,780.1,0.74,1.69
179,BERT-Large,16,64,1,701.0,0.28,1.39
114,ResNet50,16,128,1,784.5,0.74,1.69
6,DenseNet121,16,128,4,966.6,0.99,2.15
10,DenseNet121,16,128,4,966.6,0.99,2.15
12,DenseNet121,16,128,4,966.5,0.99,2.15
180,DenseNet121,16,128,1,714.9,0.27,1.33
181,ResNet50,16,128,1,714.2,0.25,1.23
175,DenseNet121,8,128,1,719.1,0.19,0.96
168,ResNet50,12,128,1,731.2,0.33,1.09
157,BERT-Large,16,64,1,751.3,0.56,1.87
158,BERT-Large,16,64,1,752.0,0.56,1.87
189,GPT-FineTune,16,32,1,714.5,0.21,1.03
159,BERT-Large,16,64,1,753.8,0.56,1.87
68,BERT-Large,3,64,1,908.3,0.27,0.61
164,BERT-Large,16,64,1,759.4,0.56,1.87
188,DenseNet121,16,128,1,735.1,0.27,1.33
165,BERT-Large,16,64,1,770.1,0.56,1.87
43,DenseNet121,16,128,4,966.4,0.99,2.15
193,DenseNet121,16,128,1,766.3,0.27,1.33
196,ResNet50,16,128,1,758.8,0.25,1.23
201,DenseNet121,16,128,1,769.6,0.27,1.33
183,ResNet50,16,128,1,814.8,0.38,1.28
202,BERT-Large,16,64,1,774.5,0.28,1.39
207,ResNet50,16,128,1,776.6,0.25,1.23
2,GPT-FineTune,16,32,4,1105.0,1.13,2.46
8,GPT-FineTune,16,32,4,1105.2,1.13,2.46
