Job_ID,Type,Alloc,Batch,GAS,JCT,Energy,Cost
2,GPT-FineTune,4,32,1,106.0,0.07,0.35
8,GPT-FineTune,4,32,1,106.2,0.07,0.35
11,GPT-FineTune,4,32,1,105.4,0.07,0.35
20,GPT-FineTune,4,32,1,105.7,0.07,0.35
24,GPT-FineTune,4,32,1,105.0,0.07,0.35
81,GPT-FineTune,4,32,1,105.9,0.07,0.35
6,DenseNet121,4,64,1,239.6,0.16,0.80
10,DenseNet121,4,64,1,239.6,0.16,0.80
12,DenseNet121,4,64,1,239.5,0.16,0.80
19,DenseNet121,4,64,1,240.0,0.16,0.80
32,GPT-FineTune,4,32,1,232.0,0.12,0.39
33,GPT-FineTune,4,32,1,231.1,0.12,0.39
38,GPT-FineTune,4,32,1,231.8,0.12,0.39
44,GPT-FineTune,4,32,1,233.3,0.12,0.39
50,GPT-FineTune,4,32,1,232.5,0.12,0.39
62,GPT-FineTune,4,32,1,232.0,0.12,0.39
65,GPT-FineTune,4,32,1,232.5,0.12,0.39
66,GPT-FineTune,4,32,1,231.3,0.12,0.39
67,GPT-FineTune,4,32,1,232.0,0.12,0.39
85,GPT-FineTune,4,32,1,232.0,0.12,0.39
87,GPT-FineTune,4,32,1,232.6,0.12,0.39
152,DenseNet121,4,64,1,239.9,0.16,0.80
161,DenseNet121,4,64,1,239.6,0.16,0.80
40,DenseNet121,4,64,1,434.3,0.22,0.72
0,BERT-Large,1,64,1,500.5,0.08,0.42
43,DenseNet121,4,64,1,435.4,0.22,0.72
5,BERT-Large,1,64,1,500.0,0.08,0.42
46,DenseNet121,4,64,1,434.2,0.22,0.72
7,BERT-Large,1,64,1,500.3,0.08,0.42
49,DenseNet121,4,64,1,435.4,0.22,0.72
13,BERT-Large,1,64,1,500.4,0.08,0.42
16,BERT-Large,1,64,1,500.1,0.08,0.42
189,GPT-FineTune,4,32,1,231.5,0.12,0.39
18,BERT-Large,1,64,1,500.7,0.08,0.42
21,BERT-Large,1,64,1,500.5,0.08,0.42
58,DenseNet121,4,64,1,435.1,0.22,0.72
60,DenseNet121,4,64,1,434.9,0.22,0.72
224,GPT-FineTune,4,32,1,231.6,0.12,0.39
88,DenseNet121,4,64,1,435.2,0.22,0.72
71,BERT-Large,1,64,1,500.9,0.08,0.42
72,BERT-Large,1,64,1,500.7,0.08,0.42
74,BERT-Large,1,64,1,500.3,0.08,0.42
75,BERT-Large,1,64,1,500.4,0.08,0.42
80,BERT-Large,1,64,1,500.7,0.08,0.42
188,DenseNet121,4,64,1,435.1,0.22,0.72
158,BERT-Large,1,64,1,501.0,0.08,0.42
316,GPT-FineTune,4,32,1,231.4,0.12,0.39
201,DenseNet121,4,64,1,434.6,0.22,0.72
159,BERT-Large,1,64,1,500.8,0.08,0.42
317,GPT-FineTune,4,32,1,231.9,0.12,0.39
89,GPT-FineTune,4,32,1,599.2,0.23,0.53
91,GPT-FineTune,4,32,1,599.3,0.23,0.53
95,GPT-FineTune,4,32,1,598.4,0.23,0.53
162,BERT-Large,1,64,1,500.4,0.08,0.42
163,BERT-Large,1,64,1,500.0,0.08,0.42
321,GPT-FineTune,4,32,1,232.3,0.12,0.39
164,BERT-Large,1,64,1,500.4,0.08,0.42
165,BERT-Large,1,64,1,500.1,0.08,0.42
166,BERT-Large,1,64,1,500.7,0.08,0.42
100,GPT-FineTune,4,32,1,597.1,0.23,0.53
169,BERT-Large,1,64,1,500.5,0.08,0.42
327,GPT-FineTune,4,32,1,231.9,0.12,0.39
218,DenseNet121,4,64,1,435.4,0.22,0.72
103,GPT-FineTune,4,32,1,598.2,0.23,0.53
105,GPT-FineTune,4,32,1,597.5,0.23,0.53
107,GPT-FineTune,4,32,1,597.3,0.23,0.53
222,DenseNet121,4,64,1,435.0,0.22,0.72
109,GPT-FineTune,4,32,1,597.7,0.23,0.53
115,GPT-FineTune,4,32,1,598.0,0.23,0.53
118,GPT-FineTune,4,32,1,598.0,0.23,0.53
123,GPT-FineTune,4,32,1,597.5,0.23,0.53
130,GPT-FineTune,4,32,1,598.1,0.23,0.53
243,DenseNet121,4,64,1,434.8,0.22,0.72
147,GPT-FineTune,4,32,1,598.0,0.23,0.53
148,GPT-FineTune,4,32,1,597.0,0.23,0.53
150,GPT-FineTune,4,32,1,597.9,0.23,0.53
29,BERT-Large,1,64,1,800.4,0.10,0.33
31,BERT-Large,1,64,1,800.3,0.10,0.33
34,BERT-Large,1,64,1,800.6,0.10,0.33
35,BERT-Large,1,64,1,800.7,0.10,0.33
36,BERT-Large,1,64,1,800.6,0.10,0.33
39,BERT-Large,1,64,1,800.5,0.10,0.33
41,BERT-Large,1,64,1,800.7,0.10,0.33
45,BERT-Large,1,64,1,800.2,0.10,0.33
182,GPT-FineTune,4,32,1,597.3,0.23,0.53
47,BERT-Large,1,64,1,800.1,0.10,0.33
48,BERT-Large,1,64,1,800.9,0.10,0.33
51,BERT-Large,1,64,1,800.1,0.10,0.33
57,BERT-Large,1,64,1,800.2,0.10,0.33
191,GPT-FineTune,4,32,1,597.0,0.23,0.53
59,BERT-Large,1,64,1,800.1,0.10,0.33
63,BERT-Large,1,64,1,800.5,0.10,0.33
68,BERT-Large,1,64,1,800.3,0.10,0.33
210,GPT-FineTune,4,32,1,597.8,0.23,0.53
307,DenseNet121,4,64,1,434.5,0.22,0.72
314,DenseNet121,4,64,1,434.6,0.22,0.72
231,GPT-FineTune,4,32,1,598.0,0.23,0.53
93,BERT-Large,1,64,1,800.5,0.10,0.33
244,GPT-FineTune,4,32,1,597.4,0.23,0.53
297,BERT-Large,1,64,1,500.3,0.08,0.42
301,BERT-Large,1,64,1,500.0,0.08,0.42
303,BERT-Large,1,64,1,500.4,0.08,0.42
369,GPT-FineTune,4,32,1,421.9,0.12,0.39
1,ResNet50,1,64,1,1000.8,0.17,0.83
306,BERT-Large,1,64,1,501.0,0.08,0.42
3,ResNet50,1,64,1,1000.9,0.17,0.83
4,ResNet50,1,64,1,1000.4,0.17,0.83
308,BERT-Large,1,64,1,500.6,0.08,0.42
309,BERT-Large,1,64,1,500.4,0.08,0.42
9,ResNet50,1,64,1,1000.8,0.17,0.83
338,DenseNet121,4,64,1,464.3,0.22,0.72
14,ResNet50,1,64,1,1000.3,0.17,0.83
15,ResNet50,1,64,1,1000.8,0.17,0.83
17,ResNet50,1,64,1,1000.9,0.17,0.83
319,BERT-Large,1,64,1,500.2,0.08,0.42
22,ResNet50,1,64,1,1000.9,0.17,0.83
23,ResNet50,1,64,1,1000.6,0.17,0.83
25,ResNet50,1,64,1,1000.1,0.17,0.83
90,DenseNet121,4,64,1,893.5,0.35,0.79
97,DenseNet121,4,64,1,893.9,0.35,0.79
98,DenseNet121,4,64,1,894.1,0.35,0.79
110,DenseNet121,4,64,1,892.4,0.35,0.79
192,BERT-Large,1,64,1,800.2,0.10,0.33
120,DenseNet121,4,64,1,892.7,0.35,0.79
124,DenseNet121,4,64,1,892.8,0.35,0.79
69,ResNet50,1,64,1,1000.9,0.17,0.83
70,ResNet50,1,64,1,1000.0,0.17,0.83
137,DenseNet121,4,64,1,893.2,0.35,0.79
202,BERT-Large,1,64,1,800.5,0.10,0.33
143,DenseNet121,4,64,1,893.0,0.35,0.79
73,ResNet50,1,64,1,1000.4,0.17,0.83
344,BERT-Large,1,64,1,567.0,0.08,0.42
347,BERT-Large,1,64,1,564.4,0.08,0.42
76,ResNet50,1,64,1,1000.3,0.17,0.83
349,BERT-Large,1,64,1,567.2,0.08,0.42
77,ResNet50,1,64,1,1000.6,0.17,0.83
78,ResNet50,1,64,1,1000.3,0.17,0.83
79,ResNet50,1,64,1,1000.9,0.17,0.83
351,BERT-Large,1,64,1,574.0,0.08,0.42
82,ResNet50,1,64,1,1000.2,0.17,0.83
220,BERT-Large,1,64,1,800.5,0.10,0.33
83,ResNet50,1,64,1,1000.1,0.17,0.83
156,DenseNet121,4,64,1,892.7,0.35,0.79
223,BERT-Large,1,64,1,800.0,0.10,0.33
84,ResNet50,1,64,1,1000.4,0.17,0.83
225,BERT-Large,1,64,1,800.1,0.10,0.33
86,ResNet50,1,64,1,1000.8,0.17,0.83
345,DenseNet121,4,64,1,599.4,0.22,0.72
175,DenseNet121,4,64,1,893.1,0.35,0.79
180,DenseNet121,4,64,1,892.9,0.35,0.79
186,DenseNet121,4,64,1,892.9,0.35,0.79
190,DenseNet121,4,64,1,892.5,0.35,0.79
348,DenseNet121,4,64,1,624.3,0.22,0.72
350,DenseNet121,4,64,1,624.1,0.22,0.72
193,DenseNet121,4,64,1,892.3,0.35,0.79
249,BERT-Large,1,64,1,800.8,0.10,0.33
194,DenseNet121,4,64,1,892.1,0.35,0.79
364,DenseNet121,4,64,1,622.9,0.22,0.72
368,DenseNet121,4,64,1,624.5,0.22,0.72
206,DenseNet121,4,64,1,892.8,0.35,0.79
416,GPT-FineTune,4,32,1,592.3,0.12,0.39
247,GPT-FineTune,4,32,4,850.9,0.22,0.47
418,GPT-FineTune,4,32,1,601.4,0.12,0.39
230,DenseNet121,4,64,1,892.5,0.35,0.79
255,GPT-FineTune,4,32,4,850.6,0.22,0.47
352,BERT-Large,1,64,1,687.3,0.08,0.42
160,ResNet50,1,64,1,1000.2,0.17,0.83
353,BERT-Large,1,64,1,689.2,0.08,0.42
234,DenseNet121,4,64,1,893.3,0.35,0.79
366,BERT-Large,1,64,1,687.1,0.08,0.42
259,GPT-FineTune,4,32,4,851.5,0.22,0.47
370,BERT-Large,1,64,1,682.3,0.08,0.42
170,ResNet50,1,64,1,1000.3,0.17,0.83
262,GPT-FineTune,4,32,4,850.7,0.22,0.47
264,GPT-FineTune,4,32,4,851.2,0.22,0.47
171,ResNet50,1,64,1,1000.7,0.17,0.83
172,ResNet50,1,64,1,1000.6,0.17,0.83
94,BERT-Large,1,64,4,1111.5,0.07,0.15
96,BERT-Large,1,64,4,1111.4,0.07,0.15
101,BERT-Large,1,64,4,1111.9,0.07,0.15
116,BERT-Large,1,64,4,1111.1,0.07,0.15
117,BERT-Large,1,64,4,1111.9,0.07,0.15
281,GPT-FineTune,4,32,4,850.2,0.22,0.47
312,BERT-Large,1,64,1,800.2,0.10,0.33
121,BERT-Large,1,64,4,1111.4,0.07,0.15
285,GPT-FineTune,4,32,4,850.6,0.22,0.47
128,BERT-Large,1,64,4,1111.3,0.07,0.15
129,BERT-Large,1,64,4,1111.6,0.07,0.15
131,BERT-Large,1,64,4,1111.6,0.07,0.15
320,BERT-Large,1,64,1,800.7,0.10,0.33
132,BERT-Large,1,64,4,1112.0,0.07,0.15
133,BERT-Large,1,64,4,1111.6,0.07,0.15
134,BERT-Large,1,64,4,1111.2,0.07,0.15
136,BERT-Large,1,64,4,1111.6,0.07,0.15
139,BERT-Large,1,64,4,1111.7,0.07,0.15
140,BERT-Large,1,64,4,1111.4,0.07,0.15
141,BERT-Large,1,64,4,1111.9,0.07,0.15
142,BERT-Large,1,64,4,1111.9,0.07,0.15
146,BERT-Large,1,64,4,1111.4,0.07,0.15
300,GPT-FineTune,4,32,4,850.3,0.22,0.47
149,BERT-Large,1,64,4,1111.9,0.07,0.15
157,BERT-Large,1,64,4,1111.3,0.07,0.15
408,DenseNet121,4,64,1,748.6,0.22,0.72
323,GPT-FineTune,4,32,4,850.9,0.22,0.47
378,GPT-FineTune,4,32,1,783.9,0.23,0.53
173,BERT-Large,1,64,4,1112.0,0.07,0.15
174,BERT-Large,1,64,4,1111.4,0.07,0.15
177,BERT-Large,1,64,4,1111.5,0.07,0.15
178,BERT-Large,1,64,4,1111.2,0.07,0.15
179,BERT-Large,1,64,4,1111.0,0.07,0.15
409,DenseNet121,4,64,1,755.8,0.22,0.72
333,GPT-FineTune,4,32,4,851.0,0.22,0.47
185,BERT-Large,1,64,4,1111.8,0.07,0.15
454,GPT-FineTune,4,32,1,721.7,0.12,0.39
459,GPT-FineTune,4,32,1,721.6,0.12,0.39
254,DenseNet121,4,64,4,1024.4,0.26,0.57
204,BERT-Large,1,64,4,1111.8,0.07,0.15
205,BERT-Large,1,64,4,1111.2,0.07,0.15
208,BERT-Large,1,64,4,1111.3,0.07,0.15
260,DenseNet121,4,64,4,1024.6,0.26,0.57
214,BERT-Large,1,64,4,1111.0,0.07,0.15
215,BERT-Large,1,64,4,1111.8,0.07,0.15
216,BERT-Large,1,64,4,1111.5,0.07,0.15
219,BERT-Large,1,64,4,1111.1,0.07,0.15
265,DenseNet121,4,64,4,1024.1,0.26,0.57
272,DenseNet121,4,64,4,1024.3,0.26,0.57
273,DenseNet121,4,64,4,1024.6,0.26,0.57
474,GPT-FineTune,4,32,1,743.0,0.12,0.39
232,BERT-Large,1,64,4,1111.2,0.07,0.15
404,GPT-FineTune,4,32,1,847.8,0.23,0.53
233,BERT-Large,1,64,4,1111.6,0.07,0.15
278,DenseNet121,4,64,4,1025.0,0.26,0.57
485,GPT-FineTune,4,32,1,737.9,0.12,0.39
237,BERT-Large,1,64,4,1111.3,0.07,0.15
238,BERT-Large,1,64,4,1111.2,0.07,0.15
