ts,node_id,gpu_index,gpu_util,power_w,mem_used_mb,mem_total_mb
2025-12-03 15:04:10,node-e,0,0.0,17.3,317,24564
2025-12-03 15:04:13,node-f,0,0.0,18.1,317,24564
2025-12-03 15:04:15,node-e,0,0.0,17.2,317,24564
2025-12-03 15:04:18,node-f,0,0.0,18.2,317,24564
2025-12-03 15:04:20,node-e,0,0.0,17.2,317,24564
2025-12-03 15:04:23,node-g,0,0.0,15.3,317,24564
2025-12-03 15:04:23,node-f,0,0.0,18.2,317,24564
2025-12-03 15:04:23,node-h,0,0.0,15.9,317,24564
2025-12-03 15:04:25,node-e,0,0.0,17.3,317,24564
2025-12-03 15:04:28,node-g,0,0.0,15.3,317,24564
2025-12-03 15:04:28,node-f,0,0.0,18.1,317,24564
2025-12-03 15:04:28,node-h,0,0.0,16.1,317,24564
2025-12-03 15:04:30,node-e,0,0.0,17.5,317,24564
2025-12-03 15:04:33,node-g,0,0.0,15.4,317,24564
2025-12-03 15:04:33,node-f,0,0.0,18.0,317,24564
2025-12-03 15:04:33,node-h,0,0.0,16.3,317,24564
2025-12-03 15:04:35,node-e,0,0.0,17.4,317,24564
2025-12-03 15:04:38,node-g,0,0.0,15.4,317,24564
2025-12-03 15:04:38,node-f,0,0.0,18.2,317,24564
2025-12-03 15:04:38,node-h,0,0.0,16.0,317,24564
2025-12-03 15:04:40,node-e,0,0.0,17.2,317,24564
2025-12-03 15:04:43,node-h,0,0.0,16.3,317,24564
2025-12-03 15:04:43,node-g,0,0.0,15.4,317,24564
2025-12-03 15:04:43,node-f,0,0.0,18.3,317,24564
2025-12-03 15:04:45,node-e,0,0.0,17.4,317,24564
2025-12-03 15:04:48,node-f,0,0.0,18.2,317,24564
2025-12-03 15:04:48,node-h,0,0.0,16.3,317,24564
2025-12-03 15:04:48,node-g,0,0.0,15.1,317,24564
2025-12-03 15:04:50,node-e,0,0.0,17.5,317,24564
2025-12-03 15:04:53,node-f,0,0.0,18.2,317,24564
2025-12-03 15:04:53,node-g,0,0.0,15.3,317,24564
2025-12-03 15:04:53,node-h,0,0.0,16.2,317,24564
2025-12-03 15:04:56,node-e,0,0.0,17.4,317,24564
2025-12-03 15:04:58,node-g,0,0.0,15.3,317,24564
2025-12-03 15:04:58,node-f,0,0.0,18.1,317,24564
2025-12-03 15:04:58,node-h,0,0.0,16.1,317,24564
2025-12-03 15:05:01,node-e,0,0.0,17.3,317,24564
2025-12-03 15:05:03,node-f,0,0.0,18.2,317,24564
2025-12-03 15:05:03,node-g,0,0.0,15.3,317,24564
2025-12-03 15:05:03,node-h,0,0.0,16.2,317,24564
2025-12-03 15:05:06,node-e,0,0.0,17.2,317,24564
2025-12-03 15:05:08,node-h,0,0.0,16.1,317,24564
2025-12-03 15:05:08,node-f,0,0.0,18.2,317,24564
2025-12-03 15:05:08,node-g,0,0.0,15.2,317,24564
2025-12-03 15:05:11,node-e,0,0.0,17.1,317,24564
2025-12-03 15:05:14,node-g,0,0.0,15.3,317,24564
2025-12-03 15:05:14,node-f,0,0.0,18.3,317,24564
2025-12-03 15:05:14,node-h,0,0.0,16.0,317,24564
2025-12-03 15:05:16,node-e,0,0.0,17.2,317,24564
2025-12-03 15:05:19,node-g,0,0.0,15.4,317,24564
2025-12-03 15:05:19,node-h,0,0.0,16.1,317,24564
2025-12-03 15:05:19,node-f,0,0.0,18.3,317,24564
2025-12-03 15:05:21,node-e,0,0.0,17.4,317,24564
2025-12-03 15:05:24,node-g,0,0.0,15.3,317,24564
2025-12-03 15:05:24,node-h,0,0.0,16.0,317,24564
2025-12-03 15:05:24,node-f,0,0.0,18.2,317,24564
2025-12-03 15:05:26,node-e,0,0.0,17.3,317,24564
2025-12-03 15:05:29,node-h,0,0.0,15.9,317,24564
2025-12-03 15:05:29,node-g,0,0.0,15.2,317,24564
2025-12-03 15:05:29,node-f,0,0.0,18.2,317,24564
2025-12-03 15:05:31,node-e,0,0.0,17.3,317,24564
2025-12-03 15:05:34,node-g,0,0.0,15.4,317,24564
2025-12-03 15:05:34,node-f,0,0.0,18.1,317,24564
2025-12-03 15:05:34,node-h,0,0.0,15.9,317,24564
2025-12-03 15:05:36,node-e,0,0.0,17.3,317,24564
2025-12-03 15:05:39,node-g,0,0.0,15.2,317,24564
2025-12-03 15:05:39,node-h,0,0.0,16.0,317,24564
2025-12-03 15:05:39,node-f,0,0.0,18.3,317,24564
2025-12-03 15:05:41,node-e,0,0.0,17.3,317,24564
2025-12-03 15:05:44,node-h,0,0.0,16.0,317,24564
2025-12-03 15:05:44,node-g,0,0.0,15.3,317,24564
2025-12-03 15:05:44,node-f,0,0.0,18.3,317,24564
2025-12-03 15:05:46,node-e,0,0.0,17.3,317,24564
2025-12-03 15:05:49,node-f,0,0.0,18.2,317,24564
2025-12-03 15:05:49,node-g,0,0.0,15.3,317,24564
2025-12-03 15:05:49,node-h,0,0.0,16.1,317,24564
2025-12-03 15:05:51,node-e,0,0.0,17.4,317,24564
2025-12-03 15:05:54,node-g,0,0.0,15.4,317,24564
2025-12-03 15:05:54,node-h,0,0.0,16.1,317,24564
2025-12-03 15:05:54,node-f,0,0.0,18.1,317,24564
2025-12-03 15:05:56,node-e,0,0.0,17.2,317,24564
2025-12-03 15:05:59,node-h,0,0.0,16.2,317,24564
2025-12-03 15:05:59,node-f,0,0.0,18.2,317,24564
2025-12-03 15:05:59,node-g,0,0.0,15.4,317,24564
2025-12-03 15:06:01,node-e,0,0.0,17.5,317,24564
2025-12-03 15:06:04,node-f,0,0.0,18.3,317,24564
2025-12-03 15:06:04,node-h,0,0.0,16.2,317,24564
2025-12-03 15:06:04,node-g,0,0.0,15.2,317,24564
2025-12-03 15:06:06,node-e,0,0.0,17.3,317,24564
2025-12-03 15:06:09,node-g,0,0.0,15.4,317,24564
2025-12-03 15:06:09,node-f,0,0.0,18.2,317,24564
2025-12-03 15:06:09,node-h,0,0.0,16.1,317,24564
2025-12-03 15:06:11,node-e,0,0.0,17.2,317,24564
2025-12-03 15:06:14,node-f,0,0.0,18.3,317,24564
2025-12-03 15:06:14,node-h,0,0.0,16.2,317,24564
2025-12-03 15:06:14,node-g,0,0.0,15.3,317,24564
2025-12-03 15:06:16,node-e,0,0.0,17.3,317,24564
2025-12-03 15:06:19,node-h,0,0.0,16.2,317,24564
2025-12-03 15:06:19,node-f,0,0.0,18.4,317,24564
2025-12-03 15:06:19,node-g,0,0.0,15.2,317,24564
2025-12-03 15:06:21,node-e,0,0.0,17.2,317,24564
2025-12-03 15:06:24,node-h,0,0.0,16.1,317,24564
2025-12-03 15:06:24,node-g,0,0.0,15.3,317,24564
2025-12-03 15:06:24,node-f,0,0.0,18.2,317,24564
2025-12-03 15:06:26,node-e,0,0.0,17.3,317,24564
2025-12-03 15:06:29,node-h,0,0.0,16.0,317,24564
2025-12-03 15:06:29,node-f,0,0.0,18.1,317,24564
2025-12-03 15:06:29,node-g,0,0.0,15.3,317,24564
2025-12-03 15:06:31,node-e,0,0.0,17.3,317,24564
2025-12-03 15:06:34,node-h,0,0.0,15.9,317,24564
2025-12-03 15:06:34,node-f,0,0.0,18.1,317,24564
2025-12-03 15:06:34,node-g,0,0.0,15.3,317,24564
2025-12-03 15:06:36,node-e,0,0.0,17.2,317,24564
