epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss,epoch_power_dt_sec,gpu_power_w,cpu_power_w
1,3,95.86656165122986,3.3258767127990723,99.94763445854187,14.6,963.02336,2264.670208,0.0,41.0,5.794274684055913,10.5,29.03,0.07942041009664536,,0.25,64,4,0.0010795,,4.636344375,4.198080859375,4.6181815625,4.197437109375,99.94734072685242,,
2,3,98.16212105751038,3.142030715942383,101.50956344604492,15.3,6407.66464,2620.219392,0.0,46.0,38.55334205753041,17.91,41.16,0.14757531881332397,,0.25,64,5,0.00107209,,4.06147375,3.737587109375,4.0562225,3.759066015625,101.5092453956604,,
3,3,99.39545035362244,2.901228427886963,102.69507217407227,14.0,226.330624,2758.406144,0.0,53.0,1.3617756944855186,24.59,50.39,0.22523777186870575,,0.25,64,4,0.00106541,,3.691438125,3.3168109375,3.6860540625,3.342112109375,102.69478797912598,,
4,3,95.83277654647827,3.035316228866577,99.12614512443542,13.9,241.957376,2755.80928,0.0,53.0,1.455798017586404,30.41,58.28,0.2834217846393585,,0.25,64,4,0.00105959,,3.408438125,2.980629296875,3.4067128125,3.000728125,99.12582039833069,,
5,3,100.38006138801575,3.2305266857147217,103.84163475036621,14.9,7567.320576,2757.177344,0.0,49.0,45.53070658602945,32.7,61.16,0.3151788115501404,,0.25,64,5,0.0010573,,3.198391875,2.8434900390625,3.176835625,2.8586599609375,103.84130930900574,,
6,3,100.54357886314392,3.410003662109375,104.19346857070923,15.0,7753.171456,2758.496256,0.0,49.0,46.64892561759429,35.41,63.51,0.33841976523399353,,0.25,64,4,0.00105459,,3.02677125,2.7405484375,3.0327559375,2.750365234375,104.19308519363403,,
7,3,99.0361909866333,2.897878408432007,102.32709622383118,13.7,6289.335808,2757.685248,0.0,50.0,37.84138658050906,39.6,67.1,0.38378390669822693,,0.25,64,5,0.0010504,,2.8825909375,2.5458412109375,2.8805453125,2.5426091796875,102.32683682441711,,
8,3,99.76508903503418,3.1879913806915283,103.189701795578,15.2,241.957376,2759.491584,0.0,54.0,1.455798017586404,41.14,68.77,0.4048610329627991,,0.25,64,4,0.00104886,,2.7551159375,2.4678099609375,2.7435053125,2.4342947265625,103.18940758705139,,
9,3,100.10739803314209,2.945164680480957,103.37315440177917,15.3,241.957376,2759.389184,0.0,49.0,1.455798017586404,42.46,69.89,0.42345836758613586,,0.25,64,4,0.00104754,,2.65657,2.394531640625,2.6529575,2.3908306640625,103.37283110618591,,
10,3,100.01845979690552,2.974295139312744,103.31123661994934,13.4,227.074048,2758.557696,0.0,53.0,1.3662486938349006,46.34,73.19,0.45361217856407166,,0.25,64,5,0.00104366,,2.5615021875,2.232912109375,2.5643846875,2.2112458984375,103.3109679222107,,
