job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,final_accuracy,status
job-cbdb9facc5cb,clusterB,ResNet-18,CIFAR-100,4,1767107491.035521,1767107491.147820,1767108252.018561,0.112299,760.983040,65.000000,finished
job-2e97bb2c6462,clusterB,ResNet-18,CIFAR-100,1,1767108461.427958,1767108461.454612,1767109821.894496,0.026654,1360.466538,62.840000,finished
job-a990840eb515,clusterB,ResNet-50,CIFAR-10,1,1767108611.775465,1767108611.805553,1767110291.772130,0.030088,1679.996665,75.320000,finished
job-b76aae1d7cb3,clusterA,EfficientNetV2-S,MNIST,2,1767107143.564369,1767107143.723709,1767111539.565463,0.159340,4396.001094,99.370000,finished
job-bc0e7f2319fe,clusterB,DistilBERT,SST-2,1,1767107709.214849,1767108252.641824,1767112204.677530,543.426975,4495.462681,50.917431,finished
job-7fc3454b48d7,clusterB,DistilBERT,SST-2,1,1767107796.763894,1767108252.682340,1767112215.151469,455.918446,4418.387574,50.917431,finished
job-456dbf260449,clusterB,ResNet-18,CIFAR-100,4,1767107890.545087,1767112219.405345,1767112932.576545,4328.860258,5042.031458,65.340000,finished
job-115ce5bfd528,clusterA,DistilBERT,SST-2,2,1767107146.404534,1767107146.458065,1767114353.729829,0.053531,7207.325295,50.917431,finished
job-ff781756cbeb,clusterB,DenseNet-121,TinyImageNet,4,1767108556.306428,1767112933.302387,1767115356.230088,4376.995960,6799.923660,55.380000,finished
job-6c7cec60044e,clusterB,DeepSpeech2,ARCTIC,1,1767109257.973848,1767109822.162321,1767115370.842224,564.188473,6112.868376,4.556582,failed
job-dc4a0841af78,clusterB,DistilBERT,SST-2,1,1767109653.102075,1767110292.026176,1767115585.203406,638.924101,5932.101331,50.917431,finished
job-d9c82c36ccd3,clusterB,ResNet-50,CIFAR-10,1,1767115285.881497,1767115356.974651,1767116998.843468,71.093155,1712.961972,68.930000,finished
job-0e113b82c30a,clusterA,DistilBERT,SST-2,1,1767111208.917300,1767114354.084388,1767118207.426705,3145.167088,6998.509405,50.917431,finished
job-66b78da22eae,clusterA,DistilBERT,SST-2,2,1767109832.316177,1767111540.037593,1767118522.926379,1707.721416,8690.610202,50.917431,finished
job-9c91e26071e2,clusterB,DistilBERT,SST-2,1,1767114987.316924,1767115356.950027,1767119624.536204,369.633102,4637.219280,50.917431,finished
job-debb8e21148c,clusterB,DistilBERT,SST-2,1,1767111583.153603,1767115586.116627,1767119829.850846,4002.963025,8246.697243,50.917431,finished
job-f6d76a854ef8,clusterA,ResNet-18,CIFAR-100,1,1767114924.076460,1767118523.918357,1767119976.571810,3599.841897,5052.495349,63.560000,finished
job-b82d8f1b07ed,clusterB,EfficientNetV2-S,MNIST,1,1767109875.920400,1767112205.297434,1767120880.433812,2329.377034,11004.513412,99.550000,finished
job-3034f25ce5e7,clusterB,DistilBERT,SST-2,1,1767112882.377145,1767116999.536969,1767120902.231605,4117.159824,8019.854460,,failed
job-153265cb6089,clusterB,DeepSpeech2,ARCTIC,1,1767118236.837943,1767119830.741005,1767120903.267835,1593.903063,2666.429892,0.749160,finished
job-051eb134eaf3,clusterB,ResNet-50,CIFAR-10,1,1767117177.110236,1767119624.649374,1767120976.587732,2447.539138,3799.477496,78.930000,failed
job-706c53d2371f,clusterA,DistilBERT,SST-2,1,1767118782.879530,1767119976.728401,1767123114.694242,1193.848871,4331.814712,50.917431,finished
job-dd428780ff18,clusterA,EfficientNetV2-S,MNIST,1,1767112932.220515,1767118208.339527,1767124018.019705,5276.119012,11085.799190,99.530000,finished
job-d3ac51b17443,clusterA,EfficientNetV2-S,MNIST,1,1767116676.752650,1767118524.916191,1767124471.518680,1848.163541,7794.766030,99.470000,finished
job-0b6fee6a9b1d,clusterA,ResNet-18,CIFAR-100,1,1767119635.645078,1767123115.514798,1767124523.641781,3479.869720,4887.996703,61.530000,finished
job-0701a3dfd0dd,clusterB,DistilBERT,SST-2,1,1767120423.218339,1767120881.984145,1767125203.883917,458.765806,4780.665578,50.917431,finished
job-972943cd9836,clusterB,DistilBERT,SST-2,1,1767119195.834959,1767120902.638511,1767125420.442903,1706.803552,6224.607944,50.917431,failed
job-9d929ec2b84b,clusterB,DistilBERT,SST-2,1,1767119546.988072,1767120903.638353,1767125422.663009,1356.650281,5875.674937,50.917431,failed
job-3cb3ed8f167a,clusterB,EfficientNetV2-S,MNIST,1,1767119601.614926,1767120976.648729,1767126515.856846,1375.033803,6914.241920,99.410000,finished
job-a08c2b54bedb,clusterB,ResNet-18,CIFAR-100,1,1767122396.423507,1767125423.015221,1767126716.973275,3026.591713,4320.549767,63.750000,finished
job-fcb7c0422aff,clusterA,DistilBERT,SST-2,1,1767120129.006557,1767124018.678687,1767127863.832922,3889.672130,7734.826365,50.917431,finished
job-012680967ad8,clusterB,EfficientNetV2-S,MNIST,1,1767120877.164936,1767125421.017240,1767130668.674205,4543.852304,9791.509270,99.480000,finished
job-79408178af31,clusterB,EfficientNetV2-S,MNIST,1,1767122808.662297,1767126516.199406,1767131668.653142,3707.537109,8859.990844,99.300000,finished
job-f242fbbda60b,clusterA,DistilBERT,SST-2,1,1767122993.461546,1767127864.452592,1767131717.336065,4870.991046,8723.874519,50.917431,finished
