epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss,epoch_power_dt_sec,gpu_power_w,cpu_power_w
1,1,166.73821091651917,6.665130853652954,173.55709218978882,15.1,239.543808,2236.534784,0.0,60.0,1.4412761725912344,11.05,30.59,0.08747220784425735,,0.5,64,5,0.0010789500000000002,,4.64443125,4.16555625,4.63505875,4.15427421875,173.5568356513977,,
2,1,167.49964952468872,5.447727680206299,173.39225959777832,12.6,244.365312,2778.95168,0.0,60.0,1.4702859762228662,17.93,41.66,0.15741801261901855,,0.5,64,4,0.00107207,,4.0702375,3.73510234375,4.0716159375,3.729359375,173.39168882369995,,
3,1,171.8552212715149,5.4632017612457275,177.6762192249298,11.2,215.786496,2780.540928,0.0,60.0,1.2983342698290647,25.53,52.7,0.2283131182193756,,0.5,64,4,0.00106447,,3.67212875,3.28262109375,3.6719334375,3.300865625,177.67591381072998,,
4,1,170.97221064567566,5.458482503890991,177.0428066253662,12.6,8381.679104,2779.3408,0.0,62.0,50.43050154275349,31.59,58.65,0.294994592666626,,0.5,64,5,0.00105841,,3.36766625,2.952565234375,3.363305,2.9501353515625,177.04264783859253,,
5,1,170.67920851707458,5.3309807777404785,176.59129929542542,12.7,6029.632512,2780.934144,0.0,62.0,36.278815727213576,34.97,62.73,0.3392076790332794,,0.5,64,4,0.00105503,,3.14673375,2.7942953125,3.1480209375,2.7921109375,176.59101152420044,,
6,1,170.19203090667725,6.3021039962768555,176.5758194923401,12.6,8196.613632,2782.527488,0.0,60.0,49.31700811793932,37.72,65.49,0.3612736761569977,,0.5,64,5,0.00105228,,2.98431625,2.625309765625,2.9901578125,2.6049123046875,176.57562375068665,,
7,1,169.95730924606323,5.352231740951538,175.92026543617249,12.0,244.365824,2780.299264,0.0,61.0,1.4702890568009304,42.32,69.65,0.4095320403575897,,0.5,64,5,0.00104768,,2.838945625,2.414053515625,2.8443053125,2.3974244140625,175.9200041294098,,
8,1,171.1540229320526,6.08689546585083,177.3334665298462,12.4,7562.24256,2781.67552,0.0,57.0,45.5001534127876,42.49,70.05,0.41352614760398865,,0.5,64,5,0.00104751,,2.71077375,2.39343828125,2.7104953125,2.3822208984375,177.33317375183105,,
9,1,171.11389589309692,5.437031030654907,177.0631115436554,12.1,273.024,2782.523392,0.0,60.0,1.6427182527947004,45.97,72.5,0.4549286663532257,,0.5,64,5,0.00104403,,2.61076625,2.2592412109375,2.62184,2.2472732421875,177.06283044815063,,
10,1,171.47689700126648,5.468421459197998,177.25661301612854,12.7,3075.614208,2781.794304,0.0,62.0,18.505214186431655,46.72,73.55,0.4641699194908142,,0.5,64,5,0.00104328,,2.5116109375,2.208871484375,2.50968234375,2.2087939453125,177.2563169002533,,
11,1,169.29399466514587,5.569526672363281,175.00657963752747,12.7,6436.808192,2782.253056,0.0,61.0,38.72869164152915,48.73,74.93,0.4789924919605255,,0.5,64,5,0.00104127,,2.4282021875,2.135115234375,2.4319434375,2.12874296875,175.00636053085327,,
12,1,168.67985606193542,5.549396753311157,174.46388483047485,12.6,2534.270464,2782.96576,0.0,61.0,15.248082032097157,49.72,75.38,0.49534010887145996,,0.5,64,5,0.0010402800000000002,,2.3519065625,2.087581640625,2.342060625,2.0751466796875,174.4635956287384,,
13,1,168.90225744247437,5.4209747314453125,174.7114851474762,11.9,244.365824,2782.953472,0.0,62.0,1.4702890568009304,50.76,76.4,0.5018043518066406,,0.5,64,4,0.0010392399999999999,,2.2785759375,2.025284765625,2.29379171875,2.013792578125,174.71124601364136,,
14,1,168.99708890914917,5.536214351654053,174.86592864990234,12.0,6919.067648,2782.94528,0.0,59.0,41.63032816782003,51.58,76.79,0.5148211121559143,,0.5,64,4,0.00103842,,2.2144125,2.005601953125,2.21576015625,2.0053970703125,174.86562252044678,,
15,1,169.05886721611023,5.375410795211792,174.89989757537842,11.9,6950.97088,2782.3104,0.0,61.0,41.82228206758541,53.08,77.58,0.5292591452598572,,0.5,64,5,0.00103692,,2.14471625,1.96122421875,2.14557484375,1.94475,174.89960384368896,,
16,1,168.15968251228333,5.188304424285889,173.96092700958252,12.8,6410.073088,2783.363072,0.0,61.0,38.567833096744934,52.98,77.62,0.529386579990387,,0.5,64,5,0.00103702,,2.0824409375,1.94266015625,2.073249375,1.9347943359375,173.96051597595215,,
17,1,170.33315563201904,5.514939308166504,176.18103432655334,12.2,8293.040128,2783.973376,0.0,60.0,49.8971826265255,53.53,78.57,0.5316675901412964,,0.5,64,5,0.00103647,,2.0355515625,1.9158330078125,2.0197003125,1.894392578125,176.18066930770874,,
18,1,169.67158579826355,6.051969766616821,175.81104278564453,11.7,7974.077952,2784.022528,0.0,62.0,47.97806566806647,53.75,78.82,0.5358859300613403,,0.5,64,4,0.0010362499999999998,,1.982726875,1.909588671875,1.9773728125,1.910895703125,175.81078219413757,,
19,1,170.48496413230896,5.461061477661133,176.50846433639526,12.4,244.365824,2796.457984,0.0,61.0,1.4702890568009304,54.7,79.69,0.5470849871635437,,0.5,64,4,0.0010352999999999998,,1.931091875,1.8910763671875,1.930125,1.874175,176.50817775726318,,
20,1,170.4910876750946,5.377263307571411,176.33006286621094,12.6,244.365824,2792.81664,0.0,61.0,1.4702890568009304,55.84,79.41,0.5538560152053833,,0.5,64,4,0.00103416,,1.8830190625,1.870841796875,1.88048125,1.8650298828125,176.3297884464264,,
