job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,status
job-9d14c24a1c97,clusterA,ResNet-18,CIFAR-100,4,1763365040.348293,1763365040.8920798,,0.5437867641448975,,running
job-55fde7b0aa75,clusterB,ResNet-50,CIFAR-10,2,1763365237.2319446,1763365238.1872423,,0.9552977085113525,,running
job-9d14c24a1c97,clusterA,ResNet-18,CIFAR-100,4,1763365040.348293,1763365040.8920798,1763365418.000818,0.5437867641448975,377.1087381839752,completed
job-f91466348c41,clusterA,DistilBERT,SST-2,2,1763365538.6477287,1763365539.5465136,,0.898784875869751,,running
job-cd5c9105b50b,clusterA,ResNet-18,CIFAR-100,1,1763365767.3544009,1763365767.8163893,,0.4619884490966797,,running
job-f833125bc1a0,clusterB,DenseNet-121,TinyImageNet,2,1763365767.8897352,1763365768.9787998,,1.089064598083496,,running
job-b252b1c38e42,clusterA,EfficientNetV2-S,MNIST,1,1763366413.8330233,1763366414.712399,,0.879375696182251,,running
job-55fde7b0aa75,clusterB,ResNet-50,CIFAR-10,2,1763365237.2319446,1763365238.1872423,1763366595.9167871,0.9552977085113525,1357.729544878006,completed
job-b64dd4e6a45e,clusterB,EfficientNetV2-S,MNIST,2,1763366327.952423,1763366596.9451528,,268.9927296638489,,running
job-cd5c9105b50b,clusterA,ResNet-18,CIFAR-100,1,1763365767.3544009,1763365767.8163893,1763367346.4551644,0.4619884490966797,1578.6387751102448,completed
job-834327021acc,clusterA,DistilBERT,SST-2,1,1763367169.2716122,1763367346.759278,,177.48766589164734,,running
job-b64dd4e6a45e,clusterB,EfficientNetV2-S,MNIST,2,1763366327.952423,1763366596.9451528,1763369045.4574885,268.9927296638489,2448.5123357772827,completed
job-6a8b24fc5814,clusterB,DistilBERT,SST-2,1,1763367223.989454,1763369045.863949,,1821.8744950294495,,running
job-6eed68130859,clusterB,EfficientNetV2-S,MNIST,1,1763368482.996068,1763369045.942579,,562.9465110301971,,running
job-f833125bc1a0,clusterB,DenseNet-121,TinyImageNet,2,1763365767.8897352,1763365768.9787998,1763369082.0675375,1.089064598083496,3313.0887377262115,completed
job-2415658db4bc,clusterB,DistilBERT,SST-2,2,1763367076.379956,1763369083.0910633,,2006.7111072540283,,running
job-f91466348c41,clusterA,DistilBERT,SST-2,2,1763365538.6477287,1763365539.5465136,1763369268.2369041,0.898784875869751,3728.690390586853,completed
job-ceaf63924588,clusterA,EfficientNetV2-S,MNIST,2,1763367869.130688,1763369268.3448715,,1399.2141835689545,,running
job-ceaf63924588,clusterA,EfficientNetV2-S,MNIST,2,1763367869.130688,1763369268.3448715,1763369281.7902884,1399.2141835689545,13.445416927337646,completed
job-3dde4827fe90,clusterA,DenseNet-121,TinyImageNet,2,1763368440.343159,1763369282.3990026,,842.0558435916901,,running
job-b252b1c38e42,clusterA,EfficientNetV2-S,MNIST,1,1763366413.8330233,1763366414.712399,1763370165.7430968,0.879375696182251,3751.030697822571,completed
job-8877285ce9cd,clusterA,EfficientNetV2-S,MNIST,1,1763369810.7514527,1763370166.3838341,,355.632381439209,,running
job-6eed68130859,clusterB,EfficientNetV2-S,MNIST,1,1763368482.996068,1763369045.942579,1763373186.9936914,562.9465110301971,4141.051112413406,completed
job-fe614fa0324a,clusterB,DeepSpeech2,ARCTIC,1,1763371530.237824,1763373187.7187514,,1657.4809274673462,,running
job-fe614fa0324a,clusterB,DeepSpeech2,ARCTIC,1,1763371530.237824,1763373187.7187514,1763373505.271627,1657.4809274673462,317.5528755187988,completed
job-c22d14cd83d8,clusterB,ResNet-18,CIFAR-100,1,1763370183.8269947,1763373506.1110528,,3322.2840580940247,,running
job-8877285ce9cd,clusterA,EfficientNetV2-S,MNIST,1,1763369810.7514527,1763370166.3838341,1763373867.9739738,355.632381439209,3701.5901396274567,completed
job-607977aaa84b,clusterA,ResNet-50,CIFAR-10,1,1763371481.2595088,1763373868.5298934,,2387.2703845500946,,running
job-c22d14cd83d8,clusterB,ResNet-18,CIFAR-100,1,1763370183.8269947,1763373506.1110528,1763374643.531084,3322.2840580940247,1137.4200313091278,completed
job-d084f1ff00fa,clusterB,DistilBERT,SST-2,1,1763372287.120876,1763374644.417301,,2357.2964248657227,,running
job-834327021acc,clusterA,DistilBERT,SST-2,1,1763367169.2716122,1763367346.759278,1763375031.4243746,177.48766589164734,7684.665096521378,completed
job-ab956d5fc3d5,clusterA,DistilBERT,SST-2,1,1763373576.5983164,1763375031.8699617,,1455.271645307541,,running
job-3dde4827fe90,clusterA,DenseNet-121,TinyImageNet,2,1763368440.343159,1763369282.3990026,1763375362.8337326,842.0558435916901,6080.434730052948,completed
job-78eb7ac3f658,clusterA,DeepSpeech2,ARCTIC,2,1763372359.6186614,1763375363.2671115,,3003.6484501361847,,running
job-78eb7ac3f658,clusterA,DeepSpeech2,ARCTIC,2,1763372359.6186614,1763375363.2671115,1763375766.3838115,3003.6484501361847,403.11669993400574,completed
job-5034d7025366,clusterA,DeepSpeech2,ARCTIC,2,1763372917.3300965,1763375766.7603147,,2849.430218219757,,running
job-6a8b24fc5814,clusterB,DistilBERT,SST-2,1,1763367223.989454,1763369045.863949,1763375850.704195,1821.8744950294495,6804.840245962143,completed
job-e04af7a9dc23,clusterB,DeepSpeech2,ARCTIC,1,1763375263.9590695,1763375850.9091928,,586.9501233100891,,running
job-e04af7a9dc23,clusterB,DeepSpeech2,ARCTIC,1,1763375263.9590695,1763375850.9091928,1763375987.1602948,586.9501233100891,136.2511019706726,completed
job-5604b0153835,clusterB,ResNet-18,CIFAR-100,1,1763375272.3288584,1763375988.1145964,,715.785737991333,,running
job-5034d7025366,clusterA,DeepSpeech2,ARCTIC,2,1763372917.3300965,1763375766.7603147,1763375999.0708377,2849.430218219757,232.3105230331421,completed
job-c5e79dcf6582,clusterA,DeepSpeech2,ARCTIC,2,1763373514.505865,1763375999.166327,,2484.6604619026184,,running
job-c5e79dcf6582,clusterA,DeepSpeech2,ARCTIC,2,1763373514.505865,1763375999.166327,1763376145.5044537,2484.6604619026184,146.3381266593933,completed
job-384cc1f265a2,clusterA,DistilBERT,SST-2,2,1763372533.0846403,1763376146.3681726,,3613.2835323810577,,running
job-607977aaa84b,clusterA,ResNet-50,CIFAR-10,1,1763371481.2595088,1763373868.5298934,1763376163.614905,2387.2703845500946,2295.0850117206573,completed
job-855570119ff2,clusterA,DenseNet-121,TinyImageNet,1,1763369318.3301392,1763376164.4142125,,6846.08407330513,,running
