epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss,epoch_power_dt_sec,gpu_power_w,cpu_power_w
1,0,158.8577904701233,5.406548976898193,164.3289041519165,24.0,7090.661888,2109.743104,55.0,70.0,27.88787466427297,10.51,30.16,0.08060622215270996,[ 0.00078231 -0.01351543],0.5,64,4,0.00107949,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00107949, ""num_workers"": 4}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00107949, ""num_workers"": 5}]",4.664113125,4.206853515625,4.666730625,4.2093953125,164.32745265960693,207.8902182625421,
2,0,159.31699204444885,4.9770121574401855,164.35291719436646,30.2,216.451584,2444.558336,59.0,70.0,0.8513132822890784,17.67,40.87,0.15129639208316803,[-0.0395235  -0.01441977],0.5,64,4,0.00107233,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00107233, ""num_workers"": 4}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00107233, ""num_workers"": 5}]",4.089568125,3.7391640625,4.0927496875,3.736866796875,164.3514609336853,209.99875999795108,
3,0,159.92307376861572,5.135399580001831,165.12817859649658,19.0,244.840448,2446.733312,56.0,68.0,0.9629678913507439,24.3,51.38,0.22073759138584137,[ 0.02055745 -0.00482795],0.5,64,4,0.0010657000000000002,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010657000000000002, ""num_workers"": 4}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010657000000000002, ""num_workers"": 6}]",3.6956053125,3.287040234375,3.693200625,3.282610546875,165.12676215171814,208.27482808889985,
4,0,160.22231149673462,5.01966667175293,165.31386590003967,29.9,244.840448,2445.47584,59.0,69.0,0.9629678913507439,30.38,57.91,0.28434988856315613,[0.00827348 0.01049319],0.5,64,5,0.00105962,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00105962, ""num_workers"": 5}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00105962, ""num_workers"": 6}]",3.4044196875,2.983419921875,3.40583125,2.9887451171875,165.31171464920044,208.22674347658358,
5,0,159.3011827468872,4.921234846115112,164.35678815841675,30.0,177.2928,2445.45536,63.0,65.0,0.6973001199853595,34.73,62.6,0.32786330580711365,[-0.04620454 -0.03274917],0.5,64,6,0.0010552699999999999,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010552699999999999, ""num_workers"": 6}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010552699999999999, ""num_workers"": 7}]",3.171544375,2.76918671875,3.178005,2.7671810546875,164.35538578033447,209.03312560640254,
6,0,160.89640378952026,5.023152112960815,165.98852610588074,18.2,244.840448,2716.000256,59.0,67.0,0.9629678913507439,37.99,65.71,0.3668891191482544,[-0.03545767 -0.0039956 ],0.5,64,5,0.0010520100000000001,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010520100000000001, ""num_workers"": 5}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010520100000000001, ""num_workers"": 5}]",2.990596875,2.6092537109375,2.9904975,2.62248515625,165.986478805542,208.06547767336082,
7,0,160.11139035224915,7.643970727920532,167.8317403793335,29.3,244.840448,2714.628096,60.0,67.0,0.9629678913507439,41.07,68.98,0.4010763466358185,[-0.01754231 -0.06378487],0.5,64,5,0.00104893,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00104893, ""num_workers"": 5}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00104893, ""num_workers"": 5}]",2.85226625,2.463616796875,2.8504425,2.4778291015625,167.82847833633423,207.21791286349975,
8,0,160.83914947509766,4.997238874435425,165.92652988433838,26.2,244.840448,2714.628096,62.0,69.0,0.9629678913507439,43.89,70.47,0.43037280440330505,[-0.06352772 -0.0425047 ],0.5,64,5,0.00104611,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00104611, ""num_workers"": 5}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.00104611, ""num_workers"": 5}]",2.729110625,2.37129453125,2.73553125,2.3851703125,165.9246678352356,208.43848266388045,
9,0,161.01900362968445,4.985149621963501,166.07122898101807,19.2,244.840448,2716.114944,63.0,68.0,0.9629678913507439,45.22,72.11,0.44550278782844543,[0.02001325 0.01015591],0.5,64,4,0.0010447800000000001,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010447800000000001, ""num_workers"": 4}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010447800000000001, ""num_workers"": 5}]",2.61829359375,2.29771484375,2.6141271875,2.321296875,166.06968188285828,207.47489613586313,
10,0,160.50642442703247,5.185768365859985,165.75718522071838,29.9,1915.864576,2715.50464,61.0,70.0,7.535176830195585,46.43,73.46,0.4542607069015503,[0.03047506 0.07119524],0.5,64,5,0.0010435700000000002,"[{""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010435700000000002, ""num_workers"": 5}, {""shard_pct"": 0.5, ""batch_size"": 64, ""lr"": 0.0010435700000000002, ""num_workers"": 5}]",2.519456875,2.218682421875,2.52363875,2.2161287109375,165.75559544563293,209.00713431035393,
