epoch,rank,train_time,eval_time,total_time,cpu_usage,gpu_usage,memory_usage,cpu_temp,gpu_temp,gpu_mem_percent,accuracy,top5_accuracy,f1_score,ckf_dim,shard_pct,batch_size,num_workers,lr,all_allocs,global_train_loss,global_eval_loss,local_train_loss,local_eval_loss,epoch_power_dt_sec,gpu_power_w,cpu_power_w
1,1,158.85848188400269,5.394522428512573,164.3290500640869,24.0,8195.379712,2076.819456,55.0,70.0,32.232776833030904,10.51,30.16,0.08060622215270996,,0.5,64,5,0.00107949,,4.664113125,4.206853515625,4.661495625,4.20431171875,164.3275806903839,205.5378644172927,
2,1,159.31694102287292,4.977540493011475,164.3534631729126,30.2,216.117248,2566.115328,59.0,71.0,0.8499983245868173,17.67,40.87,0.15129639208316803,,0.5,64,5,0.00107233,,4.089568125,3.7391640625,4.08638625,3.741461328125,164.35192823410034,211.55236432948843,
3,1,159.9245147705078,5.134813547134399,165.12825298309326,19.1,244.84096,2569.342976,56.0,70.0,0.9629699050685117,24.3,51.38,0.22073759138584137,,0.5,64,6,0.0010657000000000002,,3.6956053125,3.287040234375,3.69801,3.291469921875,165.12682485580444,210.7227037783922,
4,1,160.23017239570618,4.999966382980347,165.3145170211792,29.9,244.84096,2741.219328,59.0,71.0,0.9629699050685117,30.38,57.91,0.28434988856315613,,0.5,64,6,0.00105962,,3.4044196875,2.983419921875,3.403008125,2.9780947265625,165.31232619285583,210.9209688289567,
5,1,159.30546832084656,4.957887649536133,164.35745668411255,30.9,244.84096,2702.864384,59.0,71.0,0.9629699050685117,34.73,62.6,0.32786330580711365,,0.5,64,7,0.0010552699999999999,,3.171544375,2.76918671875,3.1650840625,2.7711923828125,164.35604453086853,210.9375903940009,
6,1,160.89797949790955,5.023626327514648,165.98919105529785,18.2,244.84096,2838.622208,59.0,69.0,0.9629699050685117,37.99,65.71,0.3668891191482544,,0.5,64,5,0.0010520100000000001,,2.990596875,2.6092537109375,2.99069625,2.596022265625,165.98709535598755,209.8864307812215,
7,1,160.11280870437622,7.6457390785217285,167.83241057395935,29.3,244.84096,2838.26176,60.0,70.0,0.9629699050685117,41.07,68.98,0.4010763466358185,,0.5,64,5,0.00104893,,2.85226625,2.463616796875,2.8540896875,2.449404296875,167.82908034324646,208.91318076884207,
8,1,160.8392403125763,4.967806577682495,165.92713952064514,26.8,244.84096,2838.790144,62.0,71.0,0.9629699050685117,43.89,70.47,0.43037280440330505,,0.5,64,5,0.00104611,,2.729110625,2.37129453125,2.7226903125,2.3574189453125,165.92522168159485,210.19628388345393,
9,1,161.0064821243286,4.973147869110107,166.07191252708435,19.2,244.84096,2862.477312,63.0,71.0,0.9629699050685117,45.22,72.11,0.44550278782844543,,0.5,64,5,0.0010447800000000001,,2.61829359375,2.29771484375,2.62246,2.2741328125,166.0703525543213,209.77092818899325,
10,1,160.5117311477661,5.183737516403198,165.75785732269287,29.9,8328.804352,2838.790144,61.0,71.0,32.7575416146859,46.43,73.46,0.4542607069015503,,0.5,64,5,0.0010435700000000002,,2.519456875,2.218682421875,2.51527515625,2.221236328125,165.75629472732544,210.5552857434168,
