job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,status
job-98202802b4c6,clusterA,DenseNet-121,TinyImageNet,2,1763231859.3381217,1763231859.9317868,,0.5936651229858398,,running
job-316b11d29a0f,clusterB,ResNet-50,CIFAR-10,2,1763232056.201429,1763232057.2021358,,1.0007069110870361,,running
job-938ebc6aaec8,clusterA,DistilBERT,SST-2,2,1763232357.5895755,1763232358.5583773,,0.968801736831665,,running
job-5d330f53eae3,clusterB,ResNet-18,CIFAR-100,1,1763232586.268629,1763232586.8150818,,0.5464527606964111,,running
job-316b11d29a0f,clusterB,ResNet-50,CIFAR-10,2,1763232056.201429,1763232057.2021358,1763233425.8620825,1.0007069110870361,1368.659946680069,completed
job-16ef103017c5,clusterB,DenseNet-121,TinyImageNet,2,1763232586.7787883,1763233426.7854903,,840.0067019462585,,running
job-5d330f53eae3,clusterB,ResNet-18,CIFAR-100,1,1763232586.268629,1763232586.8150818,1763233885.027304,0.5464527606964111,1298.2122220993042,completed
job-98202802b4c6,clusterA,DenseNet-121,TinyImageNet,2,1763231859.3381217,1763231859.9317868,1763235343.2084608,0.5936651229858398,3483.2766740322113,completed
job-938ebc6aaec8,clusterA,DistilBERT,SST-2,2,1763232357.5895755,1763232358.5583773,1763236101.3065197,0.968801736831665,3742.74814248085,completed
job-94a18449106f,clusterA,ResNet-50,CIFAR-10,4,1763232929.9184942,1763236101.8511055,,3171.9326112270355,,running
job-5b8961f0d74d,clusterB,EfficientNetV2-S,MNIST,2,1763233146.787779,1763236101.9112148,,2955.1234357357025,,running
job-5b8961f0d74d,clusterB,EfficientNetV2-S,MNIST,2,1763233146.787779,1763236101.9112148,1763236102.2319665,2955.1234357357025,0.3207516670227051,completed
job-74b0a5fd98ce,clusterB,EfficientNetV2-S,MNIST,1,1763233232.6454122,1763236102.9351377,,2870.2897255420685,,running
job-b5ede0372f9a,clusterB,ResNet-18,CIFAR-100,1,1763233325.4655862,1763236102.9594212,,2777.4938349723816,,running
job-74b0a5fd98ce,clusterB,EfficientNetV2-S,MNIST,1,1763233232.6454122,1763236102.9351377,1763236107.2517285,2870.2897255420685,4.316590785980225,completed
job-16ef103017c5,clusterB,DenseNet-121,TinyImageNet,2,1763232586.7787883,1763233426.7854903,1763236698.6351132,840.0067019462585,3271.849622964859,completed
job-614e3b650edd,clusterB,DistilBERT,SST-2,2,1763233895.1394045,1763236699.6464252,,2804.507020711899,,running
job-f294906848fd,clusterB,DistilBERT,SST-2,1,1763233988.0025635,1763236699.670818,,2711.6682546138763,,running
job-b5ede0372f9a,clusterB,ResNet-18,CIFAR-100,1,1763233325.4655862,1763236102.9594212,1763237163.6707828,2777.4938349723816,1060.7113616466522,completed
job-d8d3877756cc,clusterB,DistilBERT,SST-2,1,1763234042.7025995,1763237164.1994753,,3121.4968757629395,,running
job-94a18449106f,clusterA,ResNet-50,CIFAR-10,4,1763232929.9184942,1763236101.8511055,1763237969.3626778,3171.9326112270355,1867.5115723609924,completed
job-51deb50f3a91,clusterA,EfficientNetV2-S,MNIST,2,1763234687.818679,1763237970.1219804,,3282.303301334381,,running
job-51deb50f3a91,clusterA,EfficientNetV2-S,MNIST,2,1763234687.818679,1763237970.1219804,1763237980.82014,3282.303301334381,10.698159456253052,completed
job-3cefdaf69d8e,clusterA,ResNet-18,CIFAR-100,4,1763235081.9368262,1763237981.2020023,,2899.2651760578156,,running
job-3cefdaf69d8e,clusterA,ResNet-18,CIFAR-100,4,1763235081.9368262,1763237981.2020023,1763238961.793301,2899.2651760578156,980.5912988185883,completed
job-4a4f6e9966d1,clusterA,DenseNet-121,TinyImageNet,2,1763235258.977541,1763238962.2894537,,3703.3119127750397,,running
job-1dfe3da38118,clusterA,EfficientNetV2-S,MNIST,1,1763235301.603714,1763238962.3119395,,3660.7082254886627,,running
job-1dfe3da38118,clusterA,EfficientNetV2-S,MNIST,1,1763235301.603714,1763238962.3119395,1763238973.0139828,3660.7082254886627,10.702043294906616,completed
job-f294906848fd,clusterB,DistilBERT,SST-2,1,1763233988.0025635,1763236699.670818,1763244695.1005204,2711.6682546138763,7995.429702281952,completed
job-d8d3877756cc,clusterB,DistilBERT,SST-2,1,1763234042.7025995,1763237164.1994753,1763244948.6165168,3121.4968757629395,7784.417041540146,completed
job-4a4f6e9966d1,clusterA,DenseNet-121,TinyImageNet,2,1763235258.977541,1763238962.2894537,1763244977.7440555,3703.3119127750397,6015.454601764679,completed
job-01f4dfe1d054,clusterA,DeepSpeech2,ARCTIC,4,1763236038.5572143,1763244978.2681897,,8939.710975408554,,running
job-53b1cbef3adb,clusterB,DenseNet-121,TinyImageNet,1,1763236136.8927305,1763244978.2990167,,8841.406286239624,,running
job-c040b63345b8,clusterB,EfficientNetV2-S,MNIST,1,1763236629.2882102,1763244978.3203247,,8349.032114505768,,running
job-c040b63345b8,clusterB,EfficientNetV2-S,MNIST,1,1763236629.2882102,1763244978.3203247,1763244981.2271376,8349.032114505768,2.906812906265259,completed
job-9df025ec9ecd,clusterB,ResNet-18,CIFAR-100,1,1763237002.3368638,1763244981.345307,,7979.00844335556,,running
job-01f4dfe1d054,clusterA,DeepSpeech2,ARCTIC,4,1763236038.5572143,1763244978.2681897,1763244982.7644722,8939.710975408554,4.496282577514648,completed
job-ca2cb78bf985,clusterA,ResNet-50,CIFAR-10,1,1763238299.7299113,1763244983.3681328,,6683.638221502304,,running
job-b98ad5fc0c1a,clusterA,DeepSpeech2,ARCTIC,1,1763238348.686759,1763244983.388807,,6634.702048063278,,running
job-a91e00864f32,clusterA,DistilBERT,SST-2,1,1763239105.5441837,1763244983.4110017,,5877.866817951202,,running
job-b98ad5fc0c1a,clusterA,DeepSpeech2,ARCTIC,1,1763238348.686759,1763244983.388807,1763244988.14935,6634.702048063278,4.760542869567871,completed
job-277a49cfdb0d,clusterA,DeepSpeech2,ARCTIC,2,1763239178.0136836,1763244988.451541,,5810.43785738945,,running
job-277a49cfdb0d,clusterA,DeepSpeech2,ARCTIC,2,1763239178.0136836,1763244988.451541,1763244993.1698806,5810.43785738945,4.718339681625366,completed
job-5f822b583946,clusterA,DistilBERT,SST-2,2,1763239351.4536333,1763244993.4921062,,5642.038472890854,,running
job-9df025ec9ecd,clusterB,ResNet-18,CIFAR-100,1,1763237002.3368638,1763244981.345307,1763246097.1945453,7979.00844335556,1115.8492381572723,completed
job-ca2cb78bf985,clusterA,ResNet-50,CIFAR-10,1,1763238299.7299113,1763244983.3681328,1763247273.077205,6683.638221502304,2289.709072113037,completed
job-a91e00864f32,clusterA,DistilBERT,SST-2,1,1763239105.5441837,1763244983.4110017,1763248906.657435,5877.866817951202,3923.2464332580566,completed
job-20eb9a7e068c,clusterA,DistilBERT,SST-2,2,1763239643.6593413,1763248907.0015762,,9263.34223484993,,running
