ts,cluster,queue_len,slots_total,slots_used,free,U_t,E_t,p_fair,lam_time,lam_cost,lam_fair
2025-12-02 00:01:42,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:01:42,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:01:47,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:01:47,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:01:52,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:01:52,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:01:57,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:01:57,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:02,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:02,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:07,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:07,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:12,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:12,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:17,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:17,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:22,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:22,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:27,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:27,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:32,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:32,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:37,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:37,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:42,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:42,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:47,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:47,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:52,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:52,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:57,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:02:57,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:02,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:02,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:07,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:07,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:12,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:12,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:17,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:17,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:22,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:22,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:27,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:27,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:32,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:32,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:37,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:37,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:42,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:42,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:47,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:47,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:52,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:52,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:57,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:03:57,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:02,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:02,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:07,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:07,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:12,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:12,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:17,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:17,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:22,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:22,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:27,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:27,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:32,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:32,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:37,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:37,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:42,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:42,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:47,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:47,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:52,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:52,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:57,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:04:57,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:02,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:02,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:07,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:07,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:12,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:12,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:17,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:17,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:22,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:22,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:27,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:27,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:32,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:32,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:37,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:37,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:42,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:42,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:47,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:47,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:52,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:52,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:57,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:05:57,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:02,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:02,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:07,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:07,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:12,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:12,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:17,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:17,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:22,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:22,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:27,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:27,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:32,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:32,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:37,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:37,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:42,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:42,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:47,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:47,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:52,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:52,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:57,clusterA,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:06:57,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:02,clusterA,1,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:02,clusterB,1,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:07,clusterA,0,4,1,3,0.25,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:07,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:12,clusterA,0,4,1,3,0.25,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:12,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:17,clusterA,0,4,1,3,0.25,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:17,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:22,clusterA,0,4,1,3,0.25,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:22,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:27,clusterA,0,4,1,3,0.25,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:27,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:32,clusterA,0,4,1,3,0.25,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:32,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:37,clusterA,0,4,1,3,0.25,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:37,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:43,clusterA,0,4,1,3,0.25,0.5,0.5,0.0,0.0,0.0
2025-12-02 00:07:43,clusterB,0,4,0,4,0.00,0.5,0.5,0.0,0.0,0.0
