ts,event,job_id,cluster,world_size,note,metadata_json
2025-12-31 15:04:40,submitted,job-4166b72a84b3,-,2,submit accepted,"{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""admitted_cluster_id"": ""clusterA"", ""pinned_cluster"": null, ""home_cluster_id"": ""clusterA"", ""queue_seq"": 1, ""is_gang"": false, ""g_req"": 2, ""queue_enter_ts"": 1767161080.6144357, ""last_queue_enter_ts"": 1767161080.6144357, ""queued_total_sec"": 0.0}"
2025-12-31 15:04:40,queue_enqueued,job-4166b72a84b3,clusterA,2,kind=HOME qlen_home=1 qlen_global=1 inserted=True,"{""queue_kind"": ""HOME"", ""queue_cluster_id"": ""clusterA"", ""queue_enter_ts"": 1767161080.6144357, ""queued_total_sec"": 0.0, ""last_queue_enter_ts"": 1767161080.6144357, ""queued_accum_sec"": 0.0, ""preempt_count"": 0, ""qlen_home"": 1, ""qlen_global"": 1, ""inserted"": true, ""stream"": ""queue""}"
2025-12-31 15:04:40,launch_requested,job-4166b72a84b3,clusterA,2,url=http://localhost:8000/launch_job backfill=False request_id=job-4166b72a84b3-b79ba3962a,"{""request_id"": ""job-4166b72a84b3-b79ba3962a"", ""url"": ""http://localhost:8000/launch_job"", ""nodes"": [""node_a"", ""node_b""], ""is_backfill"": false, ""payload"": ""{\""job_id\"": \""job-4166b72a84b3\"", \""cluster_id\"": \""clusterA\"", \""request_id\"": \""job-4166b72a84b3-b79ba3962a\"", \""idempotency_key\"": \""job-4166b72a84b3-b79ba3962a\"", \""nodes\"": [\""node_a\"", \""node_b\""], \""model\"": \""EfficientNetV2-S\"", \""dataset\"": \""MNIST\"", \""epochs\"": 20, \""world_size\"": 2, \""batch_size\"": 32, \""batch_size_per_gpu\"": 32, \""is_backfill\"": false}"", ""stream"": ""executor""}"
2025-12-31 15:04:40,launch_response,job-4166b72a84b3,clusterA,2,request_id=job-4166b72a84b3-b79ba3962a attempt=1/3 http=200 ok=True latency=0.130s,"{""request_id"": ""job-4166b72a84b3-b79ba3962a"", ""attempt"": 1, ""attempts_total"": 3, ""http_status"": 200, ""ok_final"": true, ""latency_sec"": 0.1298198699951172, ""body"": ""{\""status\"": \""job_launched\"", \""job_id\"": \""job-4166b72a84b3\"", \""nodes\"": [\""node_a\"", \""node_b\""], \""resume_from\"": null}"", ""stream"": ""executor""}"
2025-12-31 15:04:40,started,job-4166b72a84b3,clusterA,2,"nodes=['node_a', 'node_b'] req_id=job-4166b72a84b3-b79ba3962a is_backfill=False queued_delta=0.134115","{""nodes"": [""node_a"", ""node_b""], ""request_id"": ""job-4166b72a84b3-b79ba3962a"", ""http_status"": 200, ""is_backfill"": false, ""hol_backfill"": false, ""hol_blocking_job_id"": """", ""prev_queue_kind"": ""HOME"", ""prev_queue_cluster_id"": ""clusterA"", ""queued_delta_sec"": 0.13411450386047363, ""stream"": ""scheduler""}"
2025-12-31 15:04:42,submitted,job-170335782f06,-,2,submit accepted,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""admitted_cluster_id"": ""clusterB"", ""pinned_cluster"": null, ""home_cluster_id"": ""clusterB"", ""queue_seq"": 2, ""is_gang"": false, ""g_req"": 2, ""queue_enter_ts"": 1767161082.1625905, ""last_queue_enter_ts"": 1767161082.1625905, ""queued_total_sec"": 0.0}"
2025-12-31 15:04:42,queue_enqueued,job-170335782f06,clusterB,2,kind=HOME qlen_home=1 qlen_global=1 inserted=True,"{""queue_kind"": ""HOME"", ""queue_cluster_id"": ""clusterB"", ""queue_enter_ts"": 1767161082.1625905, ""queued_total_sec"": 0.0, ""last_queue_enter_ts"": 1767161082.1625905, ""queued_accum_sec"": 0.0, ""preempt_count"": 0, ""qlen_home"": 1, ""qlen_global"": 1, ""inserted"": true, ""stream"": ""queue""}"
2025-12-31 15:04:42,launch_requested,job-170335782f06,clusterB,2,url=http://localhost:8000/launch_job backfill=False request_id=job-170335782f06-ff094d0817,"{""request_id"": ""job-170335782f06-ff094d0817"", ""url"": ""http://localhost:8000/launch_job"", ""nodes"": [""node_e"", ""node_f""], ""is_backfill"": false, ""payload"": ""{\""job_id\"": \""job-170335782f06\"", \""cluster_id\"": \""clusterB\"", \""request_id\"": \""job-170335782f06-ff094d0817\"", \""idempotency_key\"": \""job-170335782f06-ff094d0817\"", \""nodes\"": [\""node_e\"", \""node_f\""], \""model\"": \""DistilBERT\"", \""dataset\"": \""SST-2\"", \""epochs\"": 20, \""world_size\"": 2, \""batch_size\"": 32, \""batch_size_per_gpu\"": 32, \""is_backfill\"": false}"", ""stream"": ""executor""}"
2025-12-31 15:04:42,launch_response,job-170335782f06,clusterB,2,request_id=job-170335782f06-ff094d0817 attempt=1/3 http=200 ok=True latency=0.132s,"{""request_id"": ""job-170335782f06-ff094d0817"", ""attempt"": 1, ""attempts_total"": 3, ""http_status"": 200, ""ok_final"": true, ""latency_sec"": 0.132110595703125, ""body"": ""{\""status\"": \""job_launched\"", \""job_id\"": \""job-170335782f06\"", \""nodes\"": [\""node_e\"", \""node_f\""], \""resume_from\"": null}"", ""stream"": ""executor""}"
2025-12-31 15:04:42,started,job-170335782f06,clusterB,2,"nodes=['node_e', 'node_f'] req_id=job-170335782f06-ff094d0817 is_backfill=False queued_delta=0.135517","{""nodes"": [""node_e"", ""node_f""], ""request_id"": ""job-170335782f06-ff094d0817"", ""http_status"": 200, ""is_backfill"": false, ""hol_backfill"": false, ""hol_blocking_job_id"": """", ""prev_queue_kind"": ""HOME"", ""prev_queue_cluster_id"": ""clusterB"", ""queued_delta_sec"": 0.13551688194274902, ""stream"": ""scheduler""}"
