ts,node_id,gpu_index,gpu_util,power_w,mem_used_mb,mem_total_mb
2025-12-06 22:23:05,node-g,0,0.0,15.0,317,24564
2025-12-06 22:23:06,node-f,0,0.0,18.4,317,24564
2025-12-06 22:23:06,node-e,0,0.0,17.0,317,24564
2025-12-06 22:23:06,node-h,0,0.0,16.2,317,24564
2025-12-06 22:23:11,node-g,0,0.0,15.0,317,24564
2025-12-06 22:23:11,node-f,0,0.0,18.4,317,24564
2025-12-06 22:23:11,node-e,0,0.0,17.2,317,24564
2025-12-06 22:23:11,node-h,0,0.0,16.1,317,24564
2025-12-06 22:23:16,node-g,0,0.0,15.2,317,24564
2025-12-06 22:23:16,node-f,0,0.0,18.5,317,24564
2025-12-06 22:23:16,node-e,0,0.0,17.3,317,24564
2025-12-06 22:23:16,node-h,0,0.0,16.2,317,24564
2025-12-06 22:23:21,node-g,0,0.0,15.2,317,24564
2025-12-06 22:23:21,node-f,0,0.0,18.5,317,24564
2025-12-06 22:23:21,node-e,0,0.0,17.2,317,24564
2025-12-06 22:23:21,node-h,0,0.0,16.2,317,24564
2025-12-06 22:23:26,node-g,0,0.0,15.2,317,24564
2025-12-06 22:23:26,node-f,0,0.0,18.5,317,24564
2025-12-06 22:23:26,node-e,0,0.0,17.1,317,24564
2025-12-06 22:23:26,node-h,0,0.0,16.3,317,24564
2025-12-06 22:23:31,node-g,0,0.0,15.1,317,24564
2025-12-06 22:23:31,node-f,0,0.0,18.4,317,24564
2025-12-06 22:23:31,node-e,0,0.0,17.4,317,24564
2025-12-06 22:23:31,node-h,0,0.0,16.4,317,24564
2025-12-06 22:23:36,node-g,0,0.0,15.1,317,24564
2025-12-06 22:23:36,node-f,0,0.0,18.4,317,24564
2025-12-06 22:23:36,node-e,0,0.0,17.3,317,24564
2025-12-06 22:23:36,node-h,0,0.0,16.5,317,24564
2025-12-06 22:23:41,node-g,0,0.0,14.9,317,24564
2025-12-06 22:23:41,node-f,0,0.0,18.3,317,24564
2025-12-06 22:23:41,node-e,0,0.0,17.2,317,24564
2025-12-06 22:23:41,node-h,0,0.0,16.4,317,24564
2025-12-06 22:23:46,node-g,0,0.0,15.0,317,24564
2025-12-06 22:23:46,node-f,0,0.0,18.3,317,24564
2025-12-06 22:23:46,node-e,0,0.0,17.3,317,24564
2025-12-06 22:23:46,node-h,0,0.0,16.4,317,24564
2025-12-06 22:23:51,node-g,0,0.0,15.0,317,24564
2025-12-06 22:23:51,node-f,0,0.0,18.4,317,24564
2025-12-06 22:23:51,node-e,0,0.0,17.1,317,24564
2025-12-06 22:23:51,node-h,0,0.0,16.1,317,24564
2025-12-06 22:23:56,node-g,0,0.0,15.1,317,24564
2025-12-06 22:23:56,node-f,0,0.0,18.3,317,24564
2025-12-06 22:23:56,node-e,0,0.0,17.1,317,24564
2025-12-06 22:23:56,node-h,0,0.0,16.3,317,24564
2025-12-06 22:24:01,node-g,0,0.0,15.2,317,24564
2025-12-06 22:24:01,node-f,0,0.0,18.4,317,24564
2025-12-06 22:24:01,node-e,0,0.0,17.0,317,24564
2025-12-06 22:24:01,node-h,0,0.0,16.0,317,24564
2025-12-06 22:24:06,node-g,0,0.0,15.1,317,24564
2025-12-06 22:24:06,node-f,0,0.0,18.4,317,24564
2025-12-06 22:24:06,node-e,0,0.0,17.2,317,24564
2025-12-06 22:24:06,node-h,0,0.0,16.1,317,24564
2025-12-06 22:24:11,node-g,0,0.0,15.0,317,24564
2025-12-06 22:24:11,node-f,0,0.0,18.4,317,24564
2025-12-06 22:24:11,node-e,0,0.0,17.1,317,24564
2025-12-06 22:24:11,node-h,0,0.0,16.3,317,24564
2025-12-06 22:24:16,node-g,0,0.0,15.0,317,24564
2025-12-06 22:24:16,node-f,0,0.0,18.5,317,24564
2025-12-06 22:24:16,node-e,0,0.0,17.1,317,24564
2025-12-06 22:24:16,node-h,0,0.0,16.3,317,24564
2025-12-06 22:24:21,node-g,0,0.0,15.0,317,24564
2025-12-06 22:24:21,node-f,0,0.0,18.3,317,24564
2025-12-06 22:24:21,node-e,0,0.0,17.1,317,24564
2025-12-06 22:24:22,node-h,0,0.0,16.2,317,24564
2025-12-06 22:24:26,node-g,0,0.0,15.0,317,24564
2025-12-06 22:24:26,node-f,0,0.0,18.3,317,24564
2025-12-06 22:24:26,node-e,0,0.0,17.2,317,24564
2025-12-06 22:24:27,node-h,0,0.0,16.3,317,24564
2025-12-06 22:24:31,node-g,0,0.0,15.0,317,24564
2025-12-06 22:24:31,node-f,0,0.0,18.3,317,24564
2025-12-06 22:24:31,node-e,0,0.0,17.2,317,24564
2025-12-06 22:24:32,node-h,0,0.0,16.4,317,24564
2025-12-06 22:24:36,node-g,0,0.0,15.0,317,24564
2025-12-06 22:24:36,node-f,0,0.0,18.2,317,24564
2025-12-06 22:24:36,node-e,0,0.0,17.2,317,24564
2025-12-06 22:24:37,node-h,0,0.0,16.3,317,24564
2025-12-06 22:24:41,node-g,0,0.0,15.0,317,24564
2025-12-06 22:24:41,node-f,0,0.0,18.2,317,24564
2025-12-06 22:24:41,node-e,0,0.0,17.2,317,24564
2025-12-06 22:24:42,node-h,0,0.0,16.3,317,24564
2025-12-06 22:24:46,node-g,0,0.0,15.0,317,24564
2025-12-06 22:24:46,node-f,0,0.0,18.3,317,24564
2025-12-06 22:24:46,node-e,0,0.0,17.3,317,24564
