job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,status
job-39c2668a8a7a,clusterA,EfficientNetV2-S,MNIST,1,1763200305.7133615,1763201075.7300828,,770.0167212486267,,running
job-39c2668a8a7a,clusterA,EfficientNetV2-S,MNIST,1,1763200305.7133615,1763201075.7300828,1763201085.4181242,770.0167212486267,9.68804144859314,completed
job-686c1753fbfe,clusterB,ResNet-18,CIFAR-100,4,1763200012.8285196,1763200589.1437016,1763201306.2860577,576.3151819705963,717.1423561573029,completed
job-9d525ee419ef,clusterB,DeepSpeech2,ARCTIC,4,1763201288.3144078,1763201307.059496,,18.74508810043335,,running
job-441b5dffb447,clusterA,DenseNet-121,TinyImageNet,1,1763201419.4266658,1763201420.1986275,,0.7719616889953613,,running
job-9d525ee419ef,clusterB,DeepSpeech2,ARCTIC,4,1763201288.3144078,1763201307.059496,1763201503.018206,18.74508810043335,195.95870995521545,completed
job-91d0945ca456,clusterB,EfficientNetV2-S,MNIST,1,1763202075.9510486,1763202076.91172,,0.9606714248657227,,running
job-91d0945ca456,clusterB,EfficientNetV2-S,MNIST,1,1763202075.9510486,1763202076.91172,1763202077.082046,0.9606714248657227,0.17032599449157715,completed
job-3dd8ed7f64db,clusterB,ResNet-18,CIFAR-100,1,1763202573.3467307,1763202573.4507122,,0.10398149490356445,,running
job-3dd8ed7f64db,clusterB,ResNet-18,CIFAR-100,1,1763202573.3467307,1763202573.4507122,1763203613.512716,0.10398149490356445,1040.062003850937,completed
job-18658d7a898f,clusterB,ResNet-50,CIFAR-10,1,1763204303.2035198,1763204303.2717228,,0.06820297241210938,,running
job-331cc9d7a349,clusterB,DeepSpeech2,ARCTIC,1,1763204368.4769661,1763204369.3652673,,0.8883011341094971,,running
job-331cc9d7a349,clusterB,DeepSpeech2,ARCTIC,1,1763204368.4769661,1763204369.3652673,1763204607.8600912,0.8883011341094971,238.4948239326477,completed
job-13f85370dc53,clusterB,DistilBERT,SST-2,1,1763205377.6179504,1763205378.4503696,,0.8324191570281982,,running
job-bca0d6fddfa5,clusterB,DeepSpeech2,ARCTIC,2,1763205474.242786,1763205474.9185002,,0.6757142543792725,,running
job-bca0d6fddfa5,clusterB,DeepSpeech2,ARCTIC,2,1763205474.242786,1763205474.9185002,1763205787.8277304,0.6757142543792725,312.90923023223877,completed
job-59e212d4ea96,clusterB,DistilBERT,SST-2,2,1763205705.4938352,1763205788.2958655,,82.80203032493591,,running
job-18658d7a898f,clusterB,ResNet-50,CIFAR-10,1,1763204303.2035198,1763204303.2717228,1763207016.7456403,0.06820297241210938,2713.4739174842834,completed
job-8bfa327a9fa6,clusterA,DenseNet-121,TinyImageNet,2,1763200248.8806546,1763201075.7078009,1763207140.1567507,826.8271462917328,6064.448949813843,completed
