ts,node_id,gpu_index,gpu_util,power_w,mem_used_mb,mem_total_mb
2026-01-25 10:59:19,node_8007,0,0.0,15.307,317.3125,24564.0
2026-01-25 10:59:20,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 10:59:20,node_8001,0,0.0,10.238,453.75,16303.0
2026-01-25 10:59:20,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 10:59:20,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 10:59:20,node_8008,0,0.0,16.172,317.3125,24564.0
2026-01-25 10:59:21,node_8005,0,0.0,17.794,317.3125,24564.0
2026-01-25 10:59:21,node_8006,0,0.0,17.535,317.3125,24564.0
2026-01-25 10:59:24,node_8007,0,0.0,15.422,317.3125,24564.0
2026-01-25 10:59:25,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 10:59:25,node_8001,0,0.0,10.344,453.75,16303.0
2026-01-25 10:59:25,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 10:59:25,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 10:59:25,node_8008,0,0.0,16.377,317.3125,24564.0
2026-01-25 10:59:26,node_8005,0,0.0,17.891,317.3125,24564.0
2026-01-25 10:59:26,node_8006,0,0.0,17.598,317.3125,24564.0
2026-01-25 10:59:29,node_8007,0,0.0,15.448,317.3125,24564.0
2026-01-25 10:59:30,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 10:59:30,node_8001,0,0.0,10.378,453.75,16303.0
2026-01-25 10:59:30,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 10:59:30,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 10:59:31,node_8008,0,0.0,16.192,317.3125,24564.0
2026-01-25 10:59:31,node_8005,0,0.0,17.874,317.3125,24564.0
2026-01-25 10:59:31,node_8006,0,0.0,17.583,317.3125,24564.0
2026-01-25 10:59:34,node_8007,0,0.0,15.484,317.3125,24564.0
2026-01-25 10:59:35,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 10:59:35,node_8001,0,0.0,10.302,453.75,16303.0
2026-01-25 10:59:35,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 10:59:35,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 10:59:36,node_8008,0,0.0,16.253,317.3125,24564.0
2026-01-25 10:59:36,node_8005,0,0.0,17.836,317.3125,24564.0
2026-01-25 10:59:36,node_8006,0,0.0,17.554,317.3125,24564.0
2026-01-25 10:59:39,node_8007,0,0.0,15.471,317.3125,24564.0
2026-01-25 10:59:40,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 10:59:40,node_8001,0,0.0,10.347,453.75,16303.0
2026-01-25 10:59:40,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 10:59:40,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 10:59:41,node_8008,0,0.0,16.457,317.3125,24564.0
2026-01-25 10:59:41,node_8005,0,0.0,18.043,317.3125,24564.0
2026-01-25 10:59:41,node_8006,0,0.0,17.57,317.3125,24564.0
2026-01-25 10:59:44,node_8007,0,0.0,15.264,317.3125,24564.0
2026-01-25 10:59:45,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 10:59:45,node_8001,0,0.0,10.287,453.75,16303.0
2026-01-25 10:59:45,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 10:59:45,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 10:59:46,node_8008,0,0.0,16.339,317.3125,24564.0
2026-01-25 10:59:46,node_8005,0,0.0,17.848,317.3125,24564.0
2026-01-25 10:59:46,node_8006,0,0.0,17.51,317.3125,24564.0
2026-01-25 10:59:49,node_8007,0,0.0,15.237,317.3125,24564.0
2026-01-25 10:59:50,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 10:59:50,node_8001,0,0.0,10.275,453.75,16303.0
2026-01-25 10:59:50,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 10:59:50,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 10:59:51,node_8008,0,0.0,16.29,317.3125,24564.0
2026-01-25 10:59:51,node_8005,0,0.0,17.816,317.3125,24564.0
2026-01-25 10:59:52,node_8006,0,0.0,17.44,317.3125,24564.0
2026-01-25 10:59:54,node_8007,0,0.0,15.177,317.3125,24564.0
2026-01-25 10:59:55,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 10:59:55,node_8001,0,0.0,10.293,453.75,16303.0
2026-01-25 10:59:55,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 10:59:55,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 10:59:56,node_8008,0,0.0,16.31,317.3125,24564.0
2026-01-25 10:59:57,node_8005,0,0.0,18.062,317.3125,24564.0
2026-01-25 10:59:57,node_8006,0,0.0,17.37,317.3125,24564.0
2026-01-25 10:59:59,node_8007,0,0.0,15.209,317.3125,24564.0
2026-01-25 11:00:00,node_8004,3,0.0,0.0,0.0,16384.0
2026-01-25 11:00:00,node_8001,0,0.0,10.428,453.75,16303.0
2026-01-25 11:00:00,node_8002,1,0.0,0.0,0.0,16384.0
2026-01-25 11:00:00,node_8003,2,0.0,0.0,0.0,16384.0
2026-01-25 11:00:01,node_8008,0,0.0,16.268,317.3125,24564.0
2026-01-25 11:00:02,node_8005,0,0.0,17.947,317.3125,24564.0
2026-01-25 11:00:02,node_8006,0,0.0,17.515,317.3125,24564.0
2026-01-25 11:00:04,node_8007,0,0.0,15.145,317.3125,24564.0
