ts,event,job_id,queue_len_after,note
2025-11-13 17:08:20,enqueue,job-50f9e9e35a7b,1,"g=2, batch=64"
2025-11-13 17:08:20,dequeue_start,job-50f9e9e35a7b,0,"g=2, cluster=clusterA"
2025-11-13 17:12:42,enqueue,job-fcfd6dcd4015,1,"g=2, batch=128"
2025-11-13 17:12:43,dequeue_start,job-fcfd6dcd4015,0,"g=2, cluster=clusterB"
2025-11-13 17:19:24,enqueue,job-8c3437aa4f56,1,"g=2, batch=64"
2025-11-13 17:19:25,dequeue_start,job-8c3437aa4f56,0,"g=2, cluster=clusterB"
2025-11-13 17:24:29,enqueue,job-d848a01794f9,1,"g=1, batch=32"
2025-11-13 17:24:30,dequeue_start,job-d848a01794f9,0,"g=1, cluster=clusterA"
2025-11-13 17:24:30,enqueue,job-f708f126c3ef,1,"g=2, batch=64"
2025-11-13 17:24:31,dequeue_start,job-f708f126c3ef,0,"g=2, cluster=clusterB"
2025-11-13 17:32:07,enqueue,job-5335a771edfa,1,"g=4, batch=32"
2025-11-13 17:36:57,enqueue,job-439d5bc05fb2,2,"g=2, batch=64"
2025-11-13 17:38:51,enqueue,job-62a0961db041,3,"g=1, batch=64"
2025-11-13 17:40:55,enqueue,job-000526b78c79,4,"g=1, batch=128"
2025-11-13 17:53:34,enqueue,job-297a6b7f9031,5,"g=2, batch=16"
2025-11-13 17:55:38,enqueue,job-fefc856a4fca,6,"g=1, batch=16"
2025-11-13 17:56:51,enqueue,job-d5430502e292,7,"g=1, batch=16"
2025-11-13 18:06:05,dequeue_start,job-5335a771edfa,6,"g=4, cluster=clusterA"
2025-11-13 18:07:33,dequeue_start,job-439d5bc05fb2,5,"g=2, cluster=clusterA"
2025-11-13 18:07:33,dequeue_start,job-62a0961db041,4,"g=1, cluster=clusterA"
2025-11-13 18:07:33,dequeue_start,job-000526b78c79,3,"g=1, cluster=clusterA"
2025-11-13 18:11:11,enqueue,job-d5843aaa7954,4,"g=2, batch=256"
2025-11-13 18:12:27,dequeue_start,job-297a6b7f9031,3,"g=2, cluster=clusterB"
2025-11-13 18:19:57,enqueue,job-3c0418cd690b,4,"g=4, batch=32"
2025-11-13 18:20:39,dequeue_start,job-fefc856a4fca,3,"g=1, cluster=clusterB"
2025-11-13 18:20:39,dequeue_start,job-d5430502e292,2,"g=1, cluster=clusterB"
2025-11-13 18:20:49,dequeue_start,job-d5843aaa7954,1,"g=2, cluster=clusterB"
2025-11-13 18:23:53,enqueue,job-df8b6fb11616,2,"g=2, batch=32"
2025-11-13 18:24:50,enqueue,job-f2ee5c68462c,3,"g=1, batch=128"
2025-11-13 18:41:12,enqueue,job-c662b34eec4a,4,"g=4, batch=8"
2025-11-13 18:43:23,enqueue,job-a9315d01ffab,5,"g=1, batch=32"
2025-11-13 18:54:20,enqueue,job-a475ef661780,6,"g=1, batch=64"
2025-11-13 19:02:37,enqueue,job-641a2f0c41ed,7,"g=1, batch=64"
2025-11-13 19:14:59,dequeue_start,job-3c0418cd690b,6,"g=4, cluster=clusterA"
2025-11-13 19:14:59,dequeue_start,job-df8b6fb11616,5,"g=2, cluster=clusterB"
